cve_mun,anio,municipio.x,feminicidios,municipio.y,tasa_fem_100k,pib_pc,log_pib_pc
21055,2020,21055,0,21055,NA,NA,NA
21055,2021,21055,0,21055,NA,NA,NA
21055,2022,21055,0,21055,NA,NA,NA
21055,2023,21055,0,21055,NA,NA,NA
21055,2024,21055,0,21055,NA,NA,NA
21055,2025,21055,0,21055,NA,NA,NA
21056,2015,21056,0,21056,NA,NA,NA
21056,2016,21056,0,21056,NA,NA,NA
21056,2017,21056,0,21056,NA,NA,NA
21056,2018,21056,0,21056,NA,NA,NA
21056,2019,21056,0,21056,NA,NA,NA
21056,2020,21056,0,21056,NA,NA,NA
21056,2021,21056,0,21056,NA,NA,NA
21056,2022,21056,0,21056,NA,NA,NA
21056,2023,21056,0,21056,NA,NA,NA
21056,2024,21056,0,21056,NA,NA,NA
21056,2025,21056,0,21056,NA,NA,NA
21057,2015,21057,0,21057,NA,NA,NA
21057,2016,21057,0,21057,NA,NA,NA
21057,2017,21057,0,21057,NA,NA,NA
21057,2018,21057,0,21057,NA,NA,NA
21057,2019,21057,0,21057,NA,NA,NA
21057,2020,21057,0,21057,NA,NA,NA
21057,2021,21057,0,21057,NA,NA,NA
21057,2022,21057,0,21057,NA,NA,NA
21057,2023,21057,0,21057,NA,NA,NA
21057,2024,21057,0,21057,NA,NA,NA
21057,2025,21057,0,21057,NA,NA,NA
21058,2015,21058,0,21058,NA,NA,NA
21058,2016,21058,0,21058,NA,NA,NA
21058,2017,21058,0,21058,NA,NA,NA
21058,2018,21058,0,21058,NA,NA,NA
21058,2019,21058,0,21058,NA,NA,NA
21058,2020,21058,0,21058,NA,NA,NA
21058,2021,21058,0,21058,NA,NA,NA
21058,2022,21058,0,21058,NA,NA,NA
21058,2023,21058,0,21058,NA,NA,NA
21058,2024,21058,0,21058,NA,NA,NA
21058,2025,21058,0,21058,NA,NA,NA
21059,2015,21059,0,21059,NA,NA,NA
21059,2016,21059,0,21059,NA,NA,NA
21059,2017,21059,0,21059,NA,NA,NA
21059,2018,21059,0,21059,NA,NA,NA
21059,2019,21059,0,21059,NA,NA,NA
21059,2020,21059,0,21059,NA,NA,NA
21059,2021,21059,0,21059,NA,NA,NA
21059,2022,21059,0,21059,NA,NA,NA
21059,2023,21059,0,21059,NA,NA,NA
21059,2024,21059,0,21059,NA,NA,NA
21059,2025,21059,0,21059,NA,NA,NA
21060,2015,21060,0,21060,NA,NA,NA
21060,2016,21060,0,21060,NA,NA,NA
21060,2017,21060,0,21060,NA,NA,NA
21060,2018,21060,0,21060,NA,NA,NA
21060,2019,21060,1,21060,NA,NA,NA
21060,2020,21060,0,21060,NA,NA,NA
21060,2021,21060,0,21060,NA,NA,NA
21060,2022,21060,0,21060,NA,NA,NA
21060,2023,21060,1,21060,NA,NA,NA
21060,2024,21060,0,21060,NA,NA,NA
21060,2025,21060,0,21060,NA,NA,NA
21061,2015,21061,0,21061,NA,NA,NA
21061,2016,21061,0,21061,NA,NA,NA
21061,2017,21061,0,21061,NA,NA,NA
21061,2018,21061,0,21061,NA,NA,NA
21061,2019,21061,2,21061,NA,NA,NA
21061,2020,21061,0,21061,NA,NA,NA
21061,2021,21061,0,21061,NA,NA,NA
21061,2022,21061,0,21061,NA,NA,NA
21061,2023,21061,0,21061,NA,NA,NA
21061,2024,21061,0,21061,NA,NA,NA
21061,2025,21061,0,21061,NA,NA,NA
21062,2015,21062,0,21062,NA,NA,NA
21062,2016,21062,0,21062,NA,NA,NA
21062,2017,21062,0,21062,NA,NA,NA
21062,2018,21062,0,21062,NA,NA,NA
21062,2019,21062,0,21062,NA,NA,NA
21062,2020,21062,0,21062,NA,NA,NA
21062,2021,21062,0,21062,NA,NA,NA
21062,2022,21062,0,21062,NA,NA,NA
21062,2023,21062,0,21062,NA,NA,NA
21062,2024,21062,0,21062,NA,NA,NA
21062,2025,21062,0,21062,NA,NA,NA
21063,2015,21063,0,21063,NA,NA,NA
21063,2016,21063,0,21063,NA,NA,NA
21063,2017,21063,0,21063,NA,NA,NA
21063,2018,21063,0,21063,NA,NA,NA
21063,2019,21063,0,21063,NA,NA,NA
21063,2020,21063,0,21063,NA,NA,NA
21063,2021,21063,0,21063,NA,NA,NA
21063,2022,21063,1,21063,NA,NA,NA
21063,2023,21063,0,21063,NA,NA,NA
21063,2024,21063,0,21063,NA,NA,NA
21063,2025,21063,0,21063,NA,NA,NA
21064,2015,21064,0,21064,NA,NA,NA
21064,2016,21064,0,21064,NA,NA,NA
21064,2017,21064,0,21064,NA,NA,NA
21064,2018,21064,0,21064,NA,NA,NA
21064,2019,21064,0,21064,NA,NA,NA
21064,2020,21064,0,21064,NA,NA,NA
21064,2021,21064,1,21064,NA,NA,NA
21064,2022,21064,1,21064,NA,NA,NA
21064,2023,21064,0,21064,NA,NA,NA
21064,2024,21064,0,21064,NA,NA,NA
21064,2025,21064,0,21064,NA,NA,NA
21065,2015,21065,0,21065,NA,NA,NA
21065,2016,21065,0,21065,NA,NA,NA
21065,2017,21065,0,21065,NA,NA,NA
21065,2018,21065,0,21065,NA,NA,NA
21065,2019,21065,0,21065,NA,NA,NA
21065,2020,21065,0,21065,NA,NA,NA
21065,2021,21065,0,21065,NA,NA,NA
21065,2022,21065,0,21065,NA,NA,NA
21065,2023,21065,0,21065,NA,NA,NA
21065,2024,21065,0,21065,NA,NA,NA
21065,2025,21065,0,21065,NA,NA,NA
21066,2015,21066,0,21066,NA,NA,NA
21066,2016,21066,0,21066,NA,NA,NA
21066,2017,21066,0,21066,NA,NA,NA
21066,2018,21066,0,21066,NA,NA,NA
21066,2019,21066,0,21066,NA,NA,NA
21066,2020,21066,0,21066,NA,NA,NA
21066,2021,21066,0,21066,NA,NA,NA
21066,2022,21066,0,21066,NA,NA,NA
21066,2023,21066,0,21066,NA,NA,NA
21066,2024,21066,0,21066,NA,NA,NA
21066,2025,21066,0,21066,NA,NA,NA
21067,2015,21067,0,21067,NA,NA,NA
21067,2016,21067,0,21067,NA,NA,NA
21067,2017,21067,0,21067,NA,NA,NA
21067,2018,21067,0,21067,NA,NA,NA
21067,2019,21067,0,21067,NA,NA,NA
21067,2020,21067,0,21067,NA,NA,NA
21067,2021,21067,0,21067,NA,NA,NA
21067,2022,21067,0,21067,NA,NA,NA
21067,2023,21067,1,21067,NA,NA,NA
21067,2024,21067,0,21067,NA,NA,NA
21067,2025,21067,0,21067,NA,NA,NA
21068,2015,21068,0,21068,NA,NA,NA
21068,2016,21068,0,21068,NA,NA,NA
21068,2017,21068,0,21068,NA,NA,NA
21068,2018,21068,0,21068,NA,NA,NA
21068,2019,21068,0,21068,NA,NA,NA
21068,2020,21068,0,21068,NA,NA,NA
21068,2021,21068,0,21068,NA,NA,NA
21068,2022,21068,0,21068,NA,NA,NA
21068,2023,21068,0,21068,NA,NA,NA
21068,2024,21068,0,21068,NA,NA,NA
21068,2025,21068,0,21068,NA,NA,NA
21069,2015,21069,0,21069,NA,NA,NA
21069,2016,21069,0,21069,NA,NA,NA
21069,2017,21069,1,21069,NA,NA,NA
21069,2018,21069,0,21069,NA,NA,NA
21069,2019,21069,0,21069,NA,NA,NA
21069,2020,21069,0,21069,NA,NA,NA
21069,2021,21069,0,21069,NA,NA,NA
21069,2022,21069,0,21069,NA,NA,NA
21069,2023,21069,0,21069,NA,NA,NA
21069,2024,21069,0,21069,NA,NA,NA
21069,2025,21069,0,21069,NA,NA,NA
21070,2015,21070,0,21070,NA,NA,NA
21070,2016,21070,0,21070,NA,NA,NA
21070,2017,21070,0,21070,NA,NA,NA
21070,2018,21070,0,21070,NA,NA,NA
21070,2019,21070,0,21070,NA,NA,NA
21070,2020,21070,0,21070,NA,NA,NA
21070,2021,21070,0,21070,NA,NA,NA
21070,2022,21070,0,21070,NA,NA,NA
21070,2023,21070,0,21070,NA,NA,NA
21070,2024,21070,0,21070,NA,NA,NA
21070,2025,21070,0,21070,NA,NA,NA
21071,2015,21071,0,21071,NA,NA,NA
21071,2016,21071,0,21071,NA,NA,NA
21071,2017,21071,0,21071,NA,NA,NA
21071,2018,21071,0,21071,NA,NA,NA
21071,2019,21071,2,21071,NA,NA,NA
21071,2020,21071,0,21071,NA,NA,NA
21071,2021,21071,0,21071,NA,NA,NA
21071,2022,21071,2,21071,NA,NA,NA
21071,2023,21071,0,21071,NA,NA,NA
21071,2024,21071,0,21071,NA,NA,NA
21071,2025,21071,0,21071,NA,NA,NA
21072,2015,21072,0,21072,NA,NA,NA
21072,2016,21072,0,21072,NA,NA,NA
21072,2017,21072,0,21072,NA,NA,NA
21072,2018,21072,0,21072,NA,NA,NA
21072,2019,21072,0,21072,NA,NA,NA
21072,2020,21072,1,21072,NA,NA,NA
21072,2021,21072,0,21072,NA,NA,NA
21072,2022,21072,0,21072,NA,NA,NA
21072,2023,21072,0,21072,NA,NA,NA
21072,2024,21072,0,21072,NA,NA,NA
21072,2025,21072,1,21072,NA,NA,NA
21073,2015,21073,0,21073,NA,NA,NA
21073,2016,21073,0,21073,NA,NA,NA
21073,2017,21073,0,21073,NA,NA,NA
21073,2018,21073,0,21073,NA,NA,NA
21073,2019,21073,0,21073,NA,NA,NA
21073,2020,21073,0,21073,NA,NA,NA
21073,2021,21073,0,21073,NA,NA,NA
21073,2022,21073,0,21073,NA,NA,NA
21073,2023,21073,0,21073,NA,NA,NA
21073,2024,21073,0,21073,NA,NA,NA
21073,2025,21073,0,21073,NA,NA,NA
21074,2015,21074,0,21074,NA,NA,NA
21074,2016,21074,0,21074,NA,NA,NA
21074,2017,21074,1,21074,NA,NA,NA
21074,2018,21074,1,21074,NA,NA,NA
21074,2019,21074,1,21074,NA,NA,NA
21074,2020,21074,1,21074,NA,NA,NA
21074,2021,21074,0,21074,NA,NA,NA
21074,2022,21074,0,21074,NA,NA,NA
21074,2023,21074,1,21074,NA,NA,NA
21074,2024,21074,1,21074,NA,NA,NA
21074,2025,21074,0,21074,NA,NA,NA
21075,2015,21075,0,21075,NA,NA,NA
21075,2016,21075,0,21075,NA,NA,NA
21075,2017,21075,0,21075,NA,NA,NA
21075,2018,21075,0,21075,NA,NA,NA
21075,2019,21075,0,21075,NA,NA,NA
21075,2020,21075,0,21075,NA,NA,NA
21075,2021,21075,0,21075,NA,NA,NA
21075,2022,21075,0,21075,NA,NA,NA
21075,2023,21075,0,21075,NA,NA,NA
21075,2024,21075,0,21075,NA,NA,NA
21075,2025,21075,0,21075,NA,NA,NA
21076,2015,21076,0,21076,NA,NA,NA
21076,2016,21076,0,21076,NA,NA,NA
21076,2017,21076,0,21076,NA,NA,NA
21076,2018,21076,0,21076,NA,NA,NA
21076,2019,21076,0,21076,NA,NA,NA
21076,2020,21076,0,21076,NA,NA,NA
21076,2021,21076,2,21076,NA,NA,NA
21076,2022,21076,0,21076,NA,NA,NA
21076,2023,21076,1,21076,NA,NA,NA
21076,2024,21076,0,21076,NA,NA,NA
21076,2025,21076,0,21076,NA,NA,NA
21077,2015,21077,0,21077,NA,NA,NA
21077,2016,21077,0,21077,NA,NA,NA
21077,2017,21077,0,21077,NA,NA,NA
21077,2018,21077,0,21077,NA,NA,NA
21077,2019,21077,0,21077,NA,NA,NA
21077,2020,21077,0,21077,NA,NA,NA
21077,2021,21077,0,21077,NA,NA,NA
21077,2022,21077,0,21077,NA,NA,NA
21077,2023,21077,0,21077,NA,NA,NA
21077,2024,21077,0,21077,NA,NA,NA
21077,2025,21077,0,21077,NA,NA,NA
21078,2015,21078,0,21078,NA,NA,NA
21078,2016,21078,0,21078,NA,NA,NA
21078,2017,21078,0,21078,NA,NA,NA
21078,2018,21078,0,21078,NA,NA,NA
21078,2019,21078,1,21078,NA,NA,NA
21078,2020,21078,0,21078,NA,NA,NA
21078,2021,21078,0,21078,NA,NA,NA
21078,2022,21078,0,21078,NA,NA,NA
21078,2023,21078,0,21078,NA,NA,NA
21078,2024,21078,0,21078,NA,NA,NA
21078,2025,21078,0,21078,NA,NA,NA
21079,2015,21079,0,21079,NA,NA,NA
21079,2016,21079,0,21079,NA,NA,NA
21079,2017,21079,0,21079,NA,NA,NA
21079,2018,21079,0,21079,NA,NA,NA
21079,2019,21079,0,21079,NA,NA,NA
21079,2020,21079,0,21079,NA,NA,NA
21079,2021,21079,0,21079,NA,NA,NA
21079,2022,21079,0,21079,NA,NA,NA
21079,2023,21079,0,21079,NA,NA,NA
21079,2024,21079,0,21079,NA,NA,NA
21079,2025,21079,0,21079,NA,NA,NA
21080,2015,21080,0,21080,NA,NA,NA
21080,2016,21080,0,21080,NA,NA,NA
21080,2017,21080,0,21080,NA,NA,NA
21080,2018,21080,0,21080,NA,NA,NA
21080,2019,21080,0,21080,NA,NA,NA
21080,2020,21080,0,21080,NA,NA,NA
21080,2021,21080,0,21080,NA,NA,NA
21080,2022,21080,0,21080,NA,NA,NA
21080,2023,21080,0,21080,NA,NA,NA
21080,2024,21080,0,21080,NA,NA,NA
21080,2025,21080,0,21080,NA,NA,NA
21081,2015,21081,0,21081,NA,NA,NA
21081,2016,21081,0,21081,NA,NA,NA
21081,2017,21081,0,21081,NA,NA,NA
21081,2018,21081,0,21081,NA,NA,NA
21081,2019,21081,0,21081,NA,NA,NA
21081,2020,21081,0,21081,NA,NA,NA
21081,2021,21081,0,21081,NA,NA,NA
21081,2022,21081,0,21081,NA,NA,NA
21081,2023,21081,0,21081,NA,NA,NA
21081,2024,21081,0,21081,NA,NA,NA
21081,2025,21081,0,21081,NA,NA,NA
21082,2015,21082,0,21082,NA,NA,NA
21082,2016,21082,0,21082,NA,NA,NA
21082,2017,21082,0,21082,NA,NA,NA
21082,2018,21082,0,21082,NA,NA,NA
21082,2019,21082,0,21082,NA,NA,NA
21082,2020,21082,0,21082,NA,NA,NA
21082,2021,21082,0,21082,NA,NA,NA
21082,2022,21082,0,21082,NA,NA,NA
21082,2023,21082,0,21082,NA,NA,NA
21082,2024,21082,0,21082,NA,NA,NA
21082,2025,21082,0,21082,NA,NA,NA
21083,2015,21083,0,21083,NA,NA,NA
21083,2016,21083,0,21083,NA,NA,NA
21083,2017,21083,0,21083,NA,NA,NA
21083,2018,21083,0,21083,NA,NA,NA
21083,2019,21083,0,21083,NA,NA,NA
21083,2020,21083,0,21083,NA,NA,NA
21083,2021,21083,0,21083,NA,NA,NA
21083,2022,21083,0,21083,NA,NA,NA
21083,2023,21083,1,21083,NA,NA,NA
21083,2024,21083,1,21083,NA,NA,NA
21083,2025,21083,0,21083,NA,NA,NA
21084,2015,21084,0,21084,NA,NA,NA
21084,2016,21084,0,21084,NA,NA,NA
21084,2017,21084,0,21084,NA,NA,NA
21084,2018,21084,0,21084,NA,NA,NA
21084,2019,21084,0,21084,NA,NA,NA
21084,2020,21084,0,21084,NA,NA,NA
21084,2021,21084,0,21084,NA,NA,NA
21084,2022,21084,0,21084,NA,NA,NA
21084,2023,21084,0,21084,NA,NA,NA
21084,2024,21084,0,21084,NA,NA,NA
21084,2025,21084,0,21084,NA,NA,NA
21085,2015,21085,0,21085,NA,NA,NA
21085,2016,21085,0,21085,NA,NA,NA
21085,2017,21085,0,21085,NA,NA,NA
21085,2018,21085,1,21085,NA,NA,NA
21085,2019,21085,1,21085,NA,NA,NA
21085,2020,21085,2,21085,NA,NA,NA
21085,2021,21085,0,21085,NA,NA,NA
21085,2022,21085,0,21085,NA,NA,NA
21085,2023,21085,0,21085,NA,NA,NA
21085,2024,21085,1,21085,NA,NA,NA
21085,2025,21085,0,21085,NA,NA,NA
21086,2015,21086,0,21086,NA,NA,NA
21086,2016,21086,0,21086,NA,NA,NA
21086,2017,21086,0,21086,NA,NA,NA
21086,2018,21086,0,21086,NA,NA,NA
21086,2019,21086,0,21086,NA,NA,NA
21086,2020,21086,0,21086,NA,NA,NA
21086,2021,21086,0,21086,NA,NA,NA
21086,2022,21086,0,21086,NA,NA,NA
21086,2023,21086,1,21086,NA,NA,NA
21086,2024,21086,0,21086,NA,NA,NA
21086,2025,21086,0,21086,NA,NA,NA
21087,2015,21087,0,21087,NA,NA,NA
21087,2016,21087,0,21087,NA,NA,NA
21087,2017,21087,0,21087,NA,NA,NA
21087,2018,21087,0,21087,NA,NA,NA
21087,2019,21087,0,21087,NA,NA,NA
21087,2020,21087,0,21087,NA,NA,NA
21087,2021,21087,0,21087,NA,NA,NA
21087,2022,21087,0,21087,NA,NA,NA
21087,2023,21087,0,21087,NA,NA,NA
21087,2024,21087,0,21087,NA,NA,NA
21087,2025,21087,0,21087,NA,NA,NA
21088,2015,21088,0,21088,NA,NA,NA
21088,2016,21088,0,21088,NA,NA,NA
21088,2017,21088,0,21088,NA,NA,NA
21088,2018,21088,0,21088,NA,NA,NA
21088,2019,21088,0,21088,NA,NA,NA
21088,2020,21088,0,21088,NA,NA,NA
21088,2021,21088,0,21088,NA,NA,NA
21088,2022,21088,0,21088,NA,NA,NA
21088,2023,21088,0,21088,NA,NA,NA
21088,2024,21088,0,21088,NA,NA,NA
21088,2025,21088,0,21088,NA,NA,NA
21089,2015,21089,0,21089,NA,NA,NA
21089,2016,21089,0,21089,NA,NA,NA
21089,2017,21089,0,21089,NA,NA,NA
21089,2018,21089,0,21089,NA,NA,NA
21089,2019,21089,0,21089,NA,NA,NA
21089,2020,21089,0,21089,NA,NA,NA
21089,2021,21089,0,21089,NA,NA,NA
21089,2022,21089,0,21089,NA,NA,NA
21089,2023,21089,0,21089,NA,NA,NA
21089,2024,21089,0,21089,NA,NA,NA
21089,2025,21089,0,21089,NA,NA,NA
21090,2015,21090,0,21090,NA,NA,NA
21090,2016,21090,0,21090,NA,NA,NA
21090,2017,21090,0,21090,NA,NA,NA
21090,2018,21090,0,21090,NA,NA,NA
21090,2019,21090,0,21090,NA,NA,NA
21090,2020,21090,0,21090,NA,NA,NA
21090,2021,21090,0,21090,NA,NA,NA
21090,2022,21090,0,21090,NA,NA,NA
21090,2023,21090,0,21090,NA,NA,NA
21090,2024,21090,0,21090,NA,NA,NA
21090,2025,21090,0,21090,NA,NA,NA
21091,2015,21091,0,21091,NA,NA,NA
21091,2016,21091,0,21091,NA,NA,NA
21091,2017,21091,0,21091,NA,NA,NA
21091,2018,21091,0,21091,NA,NA,NA
21091,2019,21091,0,21091,NA,NA,NA
21091,2020,21091,0,21091,NA,NA,NA
21091,2021,21091,0,21091,NA,NA,NA
21091,2022,21091,0,21091,NA,NA,NA
21091,2023,21091,0,21091,NA,NA,NA
21091,2024,21091,0,21091,NA,NA,NA
21091,2025,21091,0,21091,NA,NA,NA
21092,2015,21092,0,21092,NA,NA,NA
21092,2016,21092,0,21092,NA,NA,NA
21092,2017,21092,0,21092,NA,NA,NA
21092,2018,21092,0,21092,NA,NA,NA
21092,2019,21092,0,21092,NA,NA,NA
21092,2020,21092,0,21092,NA,NA,NA
21092,2021,21092,0,21092,NA,NA,NA
21092,2022,21092,0,21092,NA,NA,NA
21092,2023,21092,0,21092,NA,NA,NA
21092,2024,21092,0,21092,NA,NA,NA
21092,2025,21092,0,21092,NA,NA,NA
21093,2015,21093,0,21093,NA,NA,NA
21093,2016,21093,0,21093,NA,NA,NA
21093,2017,21093,0,21093,NA,NA,NA
21093,2018,21093,0,21093,NA,NA,NA
21093,2019,21093,0,21093,NA,NA,NA
21093,2020,21093,0,21093,NA,NA,NA
21093,2021,21093,0,21093,NA,NA,NA
21093,2022,21093,0,21093,NA,NA,NA
21093,2023,21093,0,21093,NA,NA,NA
21093,2024,21093,0,21093,NA,NA,NA
21093,2025,21093,0,21093,NA,NA,NA
21094,2015,21094,0,21094,NA,NA,NA
21094,2016,21094,0,21094,NA,NA,NA
21094,2017,21094,0,21094,NA,NA,NA
21094,2018,21094,0,21094,NA,NA,NA
21094,2019,21094,1,21094,NA,NA,NA
21094,2020,21094,0,21094,NA,NA,NA
21094,2021,21094,0,21094,NA,NA,NA
21094,2022,21094,0,21094,NA,NA,NA
21094,2023,21094,0,21094,NA,NA,NA
21094,2024,21094,0,21094,NA,NA,NA
21094,2025,21094,0,21094,NA,NA,NA
21095,2015,21095,0,21095,NA,NA,NA
21095,2016,21095,0,21095,NA,NA,NA
21095,2017,21095,0,21095,NA,NA,NA
21095,2018,21095,0,21095,NA,NA,NA
21095,2019,21095,0,21095,NA,NA,NA
21095,2020,21095,0,21095,NA,NA,NA
21095,2021,21095,0,21095,NA,NA,NA
21095,2022,21095,0,21095,NA,NA,NA
21095,2023,21095,0,21095,NA,NA,NA
21095,2024,21095,0,21095,NA,NA,NA
21095,2025,21095,0,21095,NA,NA,NA
21096,2015,21096,0,21096,NA,NA,NA
21096,2016,21096,0,21096,NA,NA,NA
21096,2017,21096,0,21096,NA,NA,NA
21096,2018,21096,0,21096,NA,NA,NA
21096,2019,21096,0,21096,NA,NA,NA
21096,2020,21096,0,21096,NA,NA,NA
21096,2021,21096,0,21096,NA,NA,NA
21096,2022,21096,0,21096,NA,NA,NA
21096,2023,21096,0,21096,NA,NA,NA
21096,2024,21096,0,21096,NA,NA,NA
21096,2025,21096,0,21096,NA,NA,NA
21097,2015,21097,0,21097,NA,NA,NA
21097,2016,21097,0,21097,NA,NA,NA
21097,2017,21097,0,21097,NA,NA,NA
21097,2018,21097,0,21097,NA,NA,NA
21097,2019,21097,0,21097,NA,NA,NA
21097,2020,21097,0,21097,NA,NA,NA
21097,2021,21097,0,21097,NA,NA,NA
21097,2022,21097,0,21097,NA,NA,NA
21097,2023,21097,0,21097,NA,NA,NA
21097,2024,21097,0,21097,NA,NA,NA
21097,2025,21097,0,21097,NA,NA,NA
21098,2015,21098,0,21098,NA,NA,NA
21098,2016,21098,0,21098,NA,NA,NA
21098,2017,21098,1,21098,NA,NA,NA
21098,2018,21098,0,21098,NA,NA,NA
21098,2019,21098,0,21098,NA,NA,NA
21098,2020,21098,0,21098,NA,NA,NA
21098,2021,21098,0,21098,NA,NA,NA
21098,2022,21098,0,21098,NA,NA,NA
21098,2023,21098,0,21098,NA,NA,NA
21098,2024,21098,0,21098,NA,NA,NA
21098,2025,21098,0,21098,NA,NA,NA
21099,2015,21099,0,21099,NA,NA,NA
21099,2016,21099,0,21099,NA,NA,NA
21099,2017,21099,0,21099,NA,NA,NA
21099,2018,21099,0,21099,NA,NA,NA
21099,2019,21099,3,21099,NA,NA,NA
21099,2020,21099,1,21099,NA,NA,NA
21099,2021,21099,0,21099,NA,NA,NA
21099,2022,21099,0,21099,NA,NA,NA
21099,2023,21099,0,21099,NA,NA,NA
21099,2024,21099,0,21099,NA,NA,NA
21099,2025,21099,0,21099,NA,NA,NA
21100,2015,21100,0,21100,NA,NA,NA
21100,2016,21100,0,21100,NA,NA,NA
21100,2017,21100,0,21100,NA,NA,NA
21100,2018,21100,1,21100,NA,NA,NA
21100,2019,21100,0,21100,NA,NA,NA
21100,2020,21100,0,21100,NA,NA,NA
21100,2021,21100,0,21100,NA,NA,NA
21100,2022,21100,0,21100,NA,NA,NA
21100,2023,21100,0,21100,NA,NA,NA
21100,2024,21100,0,21100,NA,NA,NA
21100,2025,21100,0,21100,NA,NA,NA
21101,2015,21101,0,21101,NA,NA,NA
21101,2016,21101,0,21101,NA,NA,NA
21101,2017,21101,0,21101,NA,NA,NA
21101,2018,21101,0,21101,NA,NA,NA
21101,2019,21101,0,21101,NA,NA,NA
21101,2020,21101,0,21101,NA,NA,NA
21101,2021,21101,0,21101,NA,NA,NA
21101,2022,21101,0,21101,NA,NA,NA
21101,2023,21101,0,21101,NA,NA,NA
21101,2024,21101,0,21101,NA,NA,NA
21101,2025,21101,0,21101,NA,NA,NA
21102,2015,21102,0,21102,NA,NA,NA
21102,2016,21102,0,21102,NA,NA,NA
21102,2017,21102,0,21102,NA,NA,NA
21102,2018,21102,0,21102,NA,NA,NA
21102,2019,21102,0,21102,NA,NA,NA
21102,2020,21102,1,21102,NA,NA,NA
21102,2021,21102,0,21102,NA,NA,NA
21102,2022,21102,0,21102,NA,NA,NA
21102,2023,21102,0,21102,NA,NA,NA
21102,2024,21102,0,21102,NA,NA,NA
21102,2025,21102,0,21102,NA,NA,NA
21103,2015,21103,0,21103,NA,NA,NA
21103,2016,21103,0,21103,NA,NA,NA
21103,2017,21103,0,21103,NA,NA,NA
21103,2018,21103,0,21103,NA,NA,NA
21103,2019,21103,1,21103,NA,NA,NA
21103,2020,21103,0,21103,NA,NA,NA
21103,2021,21103,0,21103,NA,NA,NA
21103,2022,21103,0,21103,NA,NA,NA
21103,2023,21103,0,21103,NA,NA,NA
21103,2024,21103,0,21103,NA,NA,NA
21103,2025,21103,0,21103,NA,NA,NA
21104,2015,21104,0,21104,NA,NA,NA
21104,2016,21104,0,21104,NA,NA,NA
21104,2017,21104,0,21104,NA,NA,NA
21104,2018,21104,0,21104,NA,NA,NA
21104,2019,21104,0,21104,NA,NA,NA
21104,2020,21104,0,21104,NA,NA,NA
21104,2021,21104,0,21104,NA,NA,NA
21104,2022,21104,1,21104,NA,NA,NA
21104,2023,21104,0,21104,NA,NA,NA
21104,2024,21104,0,21104,NA,NA,NA
21104,2025,21104,0,21104,NA,NA,NA
21105,2015,21105,0,21105,NA,NA,NA
21105,2016,21105,0,21105,NA,NA,NA
21105,2017,21105,0,21105,NA,NA,NA
21105,2018,21105,0,21105,NA,NA,NA
21105,2019,21105,0,21105,NA,NA,NA
21105,2020,21105,0,21105,NA,NA,NA
21105,2021,21105,0,21105,NA,NA,NA
21105,2022,21105,0,21105,NA,NA,NA
21105,2023,21105,0,21105,NA,NA,NA
21105,2024,21105,0,21105,NA,NA,NA
21105,2025,21105,0,21105,NA,NA,NA
21106,2015,21106,0,21106,NA,NA,NA
21106,2016,21106,0,21106,NA,NA,NA
21106,2017,21106,0,21106,NA,NA,NA
21106,2018,21106,1,21106,NA,NA,NA
21106,2019,21106,1,21106,NA,NA,NA
21106,2020,21106,1,21106,NA,NA,NA
21106,2021,21106,0,21106,NA,NA,NA
21106,2022,21106,0,21106,NA,NA,NA
21106,2023,21106,0,21106,NA,NA,NA
21106,2024,21106,0,21106,NA,NA,NA
21106,2025,21106,1,21106,NA,NA,NA
21107,2015,21107,0,21107,NA,NA,NA
21107,2016,21107,0,21107,NA,NA,NA
21107,2017,21107,0,21107,NA,NA,NA
21107,2018,21107,0,21107,NA,NA,NA
21107,2019,21107,0,21107,NA,NA,NA
21107,2020,21107,0,21107,NA,NA,NA
21107,2021,21107,0,21107,NA,NA,NA
21107,2022,21107,0,21107,NA,NA,NA
21107,2023,21107,0,21107,NA,NA,NA
21107,2024,21107,0,21107,NA,NA,NA
21107,2025,21107,0,21107,NA,NA,NA
21108,2015,21108,0,21108,NA,NA,NA
21108,2016,21108,0,21108,NA,NA,NA
21108,2017,21108,0,21108,NA,NA,NA
21108,2018,21108,0,21108,NA,NA,NA
21108,2019,21108,0,21108,NA,NA,NA
21108,2020,21108,0,21108,NA,NA,NA
21108,2021,21108,0,21108,NA,NA,NA
21108,2022,21108,0,21108,NA,NA,NA
21108,2023,21108,0,21108,NA,NA,NA
21108,2024,21108,0,21108,NA,NA,NA
21108,2025,21108,1,21108,NA,NA,NA
21109,2015,21109,0,21109,NA,NA,NA
21109,2016,21109,0,21109,NA,NA,NA
21109,2017,21109,0,21109,NA,NA,NA
21109,2018,21109,0,21109,NA,NA,NA
21109,2019,21109,0,21109,NA,NA,NA
21109,2020,21109,0,21109,NA,NA,NA
21109,2021,21109,0,21109,NA,NA,NA
21109,2022,21109,0,21109,NA,NA,NA
21109,2023,21109,1,21109,NA,NA,NA
21109,2024,21109,0,21109,NA,NA,NA
21109,2025,21109,0,21109,NA,NA,NA
21110,2015,21110,0,21110,NA,NA,NA
21110,2016,21110,0,21110,NA,NA,NA
21110,2017,21110,0,21110,NA,NA,NA
21110,2018,21110,0,21110,NA,NA,NA
21110,2019,21110,0,21110,NA,NA,NA
21110,2020,21110,2,21110,NA,NA,NA
