municipio,cve_mun,anio,feminicidios,estado
21080,21080,2015,0,Puebla
21080,21080,2016,0,Puebla
21080,21080,2017,0,Puebla
21080,21080,2018,0,Puebla
21080,21080,2019,0,Puebla
21080,21080,2020,0,Puebla
21080,21080,2021,0,Puebla
21080,21080,2022,0,Puebla
21080,21080,2023,0,Puebla
21080,21080,2024,0,Puebla
21080,21080,2025,0,Puebla
21081,21081,2015,0,Puebla
21081,21081,2016,0,Puebla
21081,21081,2017,0,Puebla
21081,21081,2018,0,Puebla
21081,21081,2019,0,Puebla
21081,21081,2020,0,Puebla
21081,21081,2021,0,Puebla
21081,21081,2022,0,Puebla
21081,21081,2023,0,Puebla
21081,21081,2024,0,Puebla
21081,21081,2025,0,Puebla
21082,21082,2015,0,Puebla
21082,21082,2016,0,Puebla
21082,21082,2017,0,Puebla
21082,21082,2018,0,Puebla
21082,21082,2019,0,Puebla
21082,21082,2020,0,Puebla
21082,21082,2021,0,Puebla
21082,21082,2022,0,Puebla
21082,21082,2023,0,Puebla
21082,21082,2024,0,Puebla
21082,21082,2025,0,Puebla
21083,21083,2015,0,Puebla
21083,21083,2016,0,Puebla
21083,21083,2017,0,Puebla
21083,21083,2018,0,Puebla
21083,21083,2019,0,Puebla
21083,21083,2020,0,Puebla
21083,21083,2021,0,Puebla
21083,21083,2022,0,Puebla
21083,21083,2023,1,Puebla
21083,21083,2024,1,Puebla
21083,21083,2025,0,Puebla
21084,21084,2015,0,Puebla
21084,21084,2016,0,Puebla
21084,21084,2017,0,Puebla
21084,21084,2018,0,Puebla
21084,21084,2019,0,Puebla
21084,21084,2020,0,Puebla
21084,21084,2021,0,Puebla
21084,21084,2022,0,Puebla
21084,21084,2023,0,Puebla
21084,21084,2024,0,Puebla
21084,21084,2025,0,Puebla
21085,21085,2015,0,Puebla
21085,21085,2016,0,Puebla
21085,21085,2017,0,Puebla
21085,21085,2018,1,Puebla
21085,21085,2019,1,Puebla
21085,21085,2020,2,Puebla
21085,21085,2021,0,Puebla
21085,21085,2022,0,Puebla
21085,21085,2023,0,Puebla
21085,21085,2024,1,Puebla
21085,21085,2025,0,Puebla
21086,21086,2015,0,Puebla
21086,21086,2016,0,Puebla
21086,21086,2017,0,Puebla
21086,21086,2018,0,Puebla
21086,21086,2019,0,Puebla
21086,21086,2020,0,Puebla
21086,21086,2021,0,Puebla
21086,21086,2022,0,Puebla
21086,21086,2023,1,Puebla
21086,21086,2024,0,Puebla
21086,21086,2025,0,Puebla
21087,21087,2015,0,Puebla
21087,21087,2016,0,Puebla
21087,21087,2017,0,Puebla
21087,21087,2018,0,Puebla
21087,21087,2019,0,Puebla
21087,21087,2020,0,Puebla
21087,21087,2021,0,Puebla
21087,21087,2022,0,Puebla
21087,21087,2023,0,Puebla
21087,21087,2024,0,Puebla
21087,21087,2025,0,Puebla
21088,21088,2015,0,Puebla
21088,21088,2016,0,Puebla
21088,21088,2017,0,Puebla
21088,21088,2018,0,Puebla
21088,21088,2019,0,Puebla
21088,21088,2020,0,Puebla
21088,21088,2021,0,Puebla
21088,21088,2022,0,Puebla
21088,21088,2023,0,Puebla
21088,21088,2024,0,Puebla
21088,21088,2025,0,Puebla
21089,21089,2015,0,Puebla
21089,21089,2016,0,Puebla
21089,21089,2017,0,Puebla
21089,21089,2018,0,Puebla
21089,21089,2019,0,Puebla
21089,21089,2020,0,Puebla
21089,21089,2021,0,Puebla
21089,21089,2022,0,Puebla
21089,21089,2023,0,Puebla
21089,21089,2024,0,Puebla
21089,21089,2025,0,Puebla
21090,21090,2015,0,Puebla
21090,21090,2016,0,Puebla
21090,21090,2017,0,Puebla
21090,21090,2018,0,Puebla
21090,21090,2019,0,Puebla
21090,21090,2020,0,Puebla
21090,21090,2021,0,Puebla
21090,21090,2022,0,Puebla
21090,21090,2023,0,Puebla
21090,21090,2024,0,Puebla
21090,21090,2025,0,Puebla
21091,21091,2015,0,Puebla
21091,21091,2016,0,Puebla
21091,21091,2017,0,Puebla
21091,21091,2018,0,Puebla
21091,21091,2019,0,Puebla
21091,21091,2020,0,Puebla
21091,21091,2021,0,Puebla
21091,21091,2022,0,Puebla
21091,21091,2023,0,Puebla
21091,21091,2024,0,Puebla
21091,21091,2025,0,Puebla
21092,21092,2015,0,Puebla
21092,21092,2016,0,Puebla
21092,21092,2017,0,Puebla
21092,21092,2018,0,Puebla
21092,21092,2019,0,Puebla
21092,21092,2020,0,Puebla
21092,21092,2021,0,Puebla
21092,21092,2022,0,Puebla
21092,21092,2023,0,Puebla
21092,21092,2024,0,Puebla
21092,21092,2025,0,Puebla
21093,21093,2015,0,Puebla
21093,21093,2016,0,Puebla
21093,21093,2017,0,Puebla
21093,21093,2018,0,Puebla
21093,21093,2019,0,Puebla
21093,21093,2020,0,Puebla
21093,21093,2021,0,Puebla
21093,21093,2022,0,Puebla
21093,21093,2023,0,Puebla
21093,21093,2024,0,Puebla
21093,21093,2025,0,Puebla
21094,21094,2015,0,Puebla
21094,21094,2016,0,Puebla
21094,21094,2017,0,Puebla
21094,21094,2018,0,Puebla
21094,21094,2019,1,Puebla
21094,21094,2020,0,Puebla
21094,21094,2021,0,Puebla
21094,21094,2022,0,Puebla
21094,21094,2023,0,Puebla
21094,21094,2024,0,Puebla
21094,21094,2025,0,Puebla
21095,21095,2015,0,Puebla
21095,21095,2016,0,Puebla
21095,21095,2017,0,Puebla
21095,21095,2018,0,Puebla
21095,21095,2019,0,Puebla
21095,21095,2020,0,Puebla
21095,21095,2021,0,Puebla
21095,21095,2022,0,Puebla
21095,21095,2023,0,Puebla
21095,21095,2024,0,Puebla
21095,21095,2025,0,Puebla
21096,21096,2015,0,Puebla
21096,21096,2016,0,Puebla
21096,21096,2017,0,Puebla
21096,21096,2018,0,Puebla
21096,21096,2019,0,Puebla
21096,21096,2020,0,Puebla
21096,21096,2021,0,Puebla
21096,21096,2022,0,Puebla
21096,21096,2023,0,Puebla
21096,21096,2024,0,Puebla
21096,21096,2025,0,Puebla
21097,21097,2015,0,Puebla
21097,21097,2016,0,Puebla
21097,21097,2017,0,Puebla
21097,21097,2018,0,Puebla
21097,21097,2019,0,Puebla
21097,21097,2020,0,Puebla
21097,21097,2021,0,Puebla
21097,21097,2022,0,Puebla
21097,21097,2023,0,Puebla
21097,21097,2024,0,Puebla
21097,21097,2025,0,Puebla
21098,21098,2015,0,Puebla
21098,21098,2016,0,Puebla
21098,21098,2017,1,Puebla
21098,21098,2018,0,Puebla
21098,21098,2019,0,Puebla
21098,21098,2020,0,Puebla
21098,21098,2021,0,Puebla
21098,21098,2022,0,Puebla
21098,21098,2023,0,Puebla
21098,21098,2024,0,Puebla
21098,21098,2025,0,Puebla
21099,21099,2015,0,Puebla
21099,21099,2016,0,Puebla
21099,21099,2017,0,Puebla
21099,21099,2018,0,Puebla
21099,21099,2019,3,Puebla
21099,21099,2020,1,Puebla
21099,21099,2021,0,Puebla
21099,21099,2022,0,Puebla
21099,21099,2023,0,Puebla
21099,21099,2024,0,Puebla
21099,21099,2025,0,Puebla
21100,21100,2015,0,Puebla
21100,21100,2016,0,Puebla
21100,21100,2017,0,Puebla
21100,21100,2018,1,Puebla
21100,21100,2019,0,Puebla
21100,21100,2020,0,Puebla
21100,21100,2021,0,Puebla
21100,21100,2022,0,Puebla
21100,21100,2023,0,Puebla
21100,21100,2024,0,Puebla
21100,21100,2025,0,Puebla
21101,21101,2015,0,Puebla
21101,21101,2016,0,Puebla
21101,21101,2017,0,Puebla
21101,21101,2018,0,Puebla
21101,21101,2019,0,Puebla
21101,21101,2020,0,Puebla
21101,21101,2021,0,Puebla
21101,21101,2022,0,Puebla
21101,21101,2023,0,Puebla
21101,21101,2024,0,Puebla
21101,21101,2025,0,Puebla
21102,21102,2015,0,Puebla
21102,21102,2016,0,Puebla
21102,21102,2017,0,Puebla
21102,21102,2018,0,Puebla
21102,21102,2019,0,Puebla
21102,21102,2020,1,Puebla
21102,21102,2021,0,Puebla
21102,21102,2022,0,Puebla
21102,21102,2023,0,Puebla
21102,21102,2024,0,Puebla
21102,21102,2025,0,Puebla
21103,21103,2015,0,Puebla
21103,21103,2016,0,Puebla
21103,21103,2017,0,Puebla
21103,21103,2018,0,Puebla
21103,21103,2019,1,Puebla
21103,21103,2020,0,Puebla
21103,21103,2021,0,Puebla
21103,21103,2022,0,Puebla
21103,21103,2023,0,Puebla
21103,21103,2024,0,Puebla
21103,21103,2025,0,Puebla
21104,21104,2015,0,Puebla
21104,21104,2016,0,Puebla
21104,21104,2017,0,Puebla
21104,21104,2018,0,Puebla
21104,21104,2019,0,Puebla
21104,21104,2020,0,Puebla
21104,21104,2021,0,Puebla
21104,21104,2022,1,Puebla
21104,21104,2023,0,Puebla
21104,21104,2024,0,Puebla
21104,21104,2025,0,Puebla
21105,21105,2015,0,Puebla
21105,21105,2016,0,Puebla
21105,21105,2017,0,Puebla
21105,21105,2018,0,Puebla
21105,21105,2019,0,Puebla
21105,21105,2020,0,Puebla
21105,21105,2021,0,Puebla
21105,21105,2022,0,Puebla
21105,21105,2023,0,Puebla
21105,21105,2024,0,Puebla
21105,21105,2025,0,Puebla
21106,21106,2015,0,Puebla
21106,21106,2016,0,Puebla
21106,21106,2017,0,Puebla
21106,21106,2018,1,Puebla
21106,21106,2019,1,Puebla
21106,21106,2020,1,Puebla
21106,21106,2021,0,Puebla
21106,21106,2022,0,Puebla
21106,21106,2023,0,Puebla
21106,21106,2024,0,Puebla
21106,21106,2025,1,Puebla
21107,21107,2015,0,Puebla
21107,21107,2016,0,Puebla
21107,21107,2017,0,Puebla
21107,21107,2018,0,Puebla
21107,21107,2019,0,Puebla
21107,21107,2020,0,Puebla
21107,21107,2021,0,Puebla
21107,21107,2022,0,Puebla
21107,21107,2023,0,Puebla
21107,21107,2024,0,Puebla
21107,21107,2025,0,Puebla
21108,21108,2015,0,Puebla
21108,21108,2016,0,Puebla
21108,21108,2017,0,Puebla
21108,21108,2018,0,Puebla
21108,21108,2019,0,Puebla
21108,21108,2020,0,Puebla
21108,21108,2021,0,Puebla
21108,21108,2022,0,Puebla
21108,21108,2023,0,Puebla
21108,21108,2024,0,Puebla
21108,21108,2025,1,Puebla
21109,21109,2015,0,Puebla
21109,21109,2016,0,Puebla
21109,21109,2017,0,Puebla
21109,21109,2018,0,Puebla
21109,21109,2019,0,Puebla
21109,21109,2020,0,Puebla
21109,21109,2021,0,Puebla
21109,21109,2022,0,Puebla
21109,21109,2023,1,Puebla
21109,21109,2024,0,Puebla
21109,21109,2025,0,Puebla
21110,21110,2015,0,Puebla
21110,21110,2016,0,Puebla
21110,21110,2017,0,Puebla
21110,21110,2018,0,Puebla
21110,21110,2019,0,Puebla
21110,21110,2020,2,Puebla
21110,21110,2021,1,Puebla
21110,21110,2022,0,Puebla
21110,21110,2023,0,Puebla
21110,21110,2024,0,Puebla
21110,21110,2025,0,Puebla
21111,21111,2015,0,Puebla
21111,21111,2016,0,Puebla
21111,21111,2017,0,Puebla
21111,21111,2018,0,Puebla
21111,21111,2019,0,Puebla
21111,21111,2020,0,Puebla
21111,21111,2021,0,Puebla
21111,21111,2022,0,Puebla
21111,21111,2023,0,Puebla
21111,21111,2024,0,Puebla
21111,21111,2025,0,Puebla
21112,21112,2015,0,Puebla
21112,21112,2016,0,Puebla
21112,21112,2017,0,Puebla
21112,21112,2018,0,Puebla
21112,21112,2019,0,Puebla
21112,21112,2020,0,Puebla
21112,21112,2021,0,Puebla
21112,21112,2022,0,Puebla
21112,21112,2023,0,Puebla
21112,21112,2024,0,Puebla
21112,21112,2025,0,Puebla
21113,21113,2015,0,Puebla
21113,21113,2016,0,Puebla
21113,21113,2017,0,Puebla
21113,21113,2018,0,Puebla
21113,21113,2019,0,Puebla
21113,21113,2020,0,Puebla
21113,21113,2021,0,Puebla
21113,21113,2022,0,Puebla
21113,21113,2023,0,Puebla
21113,21113,2024,0,Puebla
21113,21113,2025,0,Puebla
21114,21114,2015,5,Puebla
21114,21114,2016,9,Puebla
21114,21114,2017,6,Puebla
21114,21114,2018,7,Puebla
21114,21114,2019,11,Puebla
21114,21114,2020,8,Puebla
21114,21114,2021,13,Puebla
21114,21114,2022,4,Puebla
21114,21114,2023,12,Puebla
21114,21114,2024,9,Puebla
21114,21114,2025,2,Puebla
21115,21115,2015,0,Puebla
21115,21115,2016,0,Puebla
21115,21115,2017,1,Puebla
21115,21115,2018,0,Puebla
21115,21115,2019,1,Puebla
21115,21115,2020,0,Puebla
21115,21115,2021,0,Puebla
21115,21115,2022,0,Puebla
21115,21115,2023,0,Puebla
21115,21115,2024,0,Puebla
21115,21115,2025,0,Puebla
21116,21116,2015,0,Puebla
21116,21116,2016,0,Puebla
21116,21116,2017,0,Puebla
21116,21116,2018,0,Puebla
21116,21116,2019,0,Puebla
21116,21116,2020,0,Puebla
21116,21116,2021,0,Puebla
21116,21116,2022,0,Puebla
21116,21116,2023,0,Puebla
21116,21116,2024,0,Puebla
21116,21116,2025,0,Puebla
21117,21117,2015,0,Puebla
21117,21117,2016,0,Puebla
21117,21117,2017,0,Puebla
21117,21117,2018,0,Puebla
21117,21117,2019,1,Puebla
21117,21117,2020,0,Puebla
21117,21117,2021,0,Puebla
21117,21117,2022,0,Puebla
21117,21117,2023,0,Puebla
21117,21117,2024,0,Puebla
21117,21117,2025,0,Puebla
21118,21118,2015,0,Puebla
21118,21118,2016,0,Puebla
21118,21118,2017,0,Puebla
21118,21118,2018,0,Puebla
21118,21118,2019,0,Puebla
21118,21118,2020,0,Puebla
21118,21118,2021,0,Puebla
21118,21118,2022,0,Puebla
21118,21118,2023,0,Puebla
21118,21118,2024,0,Puebla
21118,21118,2025,0,Puebla
21119,21119,2015,0,Puebla
21119,21119,2016,0,Puebla
21119,21119,2017,0,Puebla
21119,21119,2018,1,Puebla
21119,21119,2019,1,Puebla
21119,21119,2020,1,Puebla
21119,21119,2021,0,Puebla
21119,21119,2022,0,Puebla
21119,21119,2023,0,Puebla
21119,21119,2024,2,Puebla
21119,21119,2025,0,Puebla
21120,21120,2015,0,Puebla
21120,21120,2016,0,Puebla
21120,21120,2017,0,Puebla
21120,21120,2018,0,Puebla
21120,21120,2019,0,Puebla
21120,21120,2020,0,Puebla
21120,21120,2021,0,Puebla
21120,21120,2022,0,Puebla
21120,21120,2023,0,Puebla
21120,21120,2024,0,Puebla
21120,21120,2025,0,Puebla
21121,21121,2015,0,Puebla
21121,21121,2016,0,Puebla
21121,21121,2017,0,Puebla
21121,21121,2018,0,Puebla
21121,21121,2019,0,Puebla
21121,21121,2020,0,Puebla
21121,21121,2021,0,Puebla
21121,21121,2022,0,Puebla
21121,21121,2023,0,Puebla
21121,21121,2024,0,Puebla
21121,21121,2025,0,Puebla
21122,21122,2015,0,Puebla
21122,21122,2016,0,Puebla
21122,21122,2017,0,Puebla
21122,21122,2018,0,Puebla
21122,21122,2019,0,Puebla
21122,21122,2020,0,Puebla
21122,21122,2021,0,Puebla
21122,21122,2022,0,Puebla
21122,21122,2023,0,Puebla
21122,21122,2024,0,Puebla
21122,21122,2025,0,Puebla
21123,21123,2015,0,Puebla
21123,21123,2016,0,Puebla
21123,21123,2017,0,Puebla
21123,21123,2018,0,Puebla
21123,21123,2019,1,Puebla
21123,21123,2020,0,Puebla
21123,21123,2021,0,Puebla
21123,21123,2022,0,Puebla
21123,21123,2023,0,Puebla
21123,21123,2024,0,Puebla
21123,21123,2025,0,Puebla
21124,21124,2015,0,Puebla
21124,21124,2016,0,Puebla
21124,21124,2017,0,Puebla
21124,21124,2018,0,Puebla
21124,21124,2019,0,Puebla
21124,21124,2020,0,Puebla
21124,21124,2021,0,Puebla
21124,21124,2022,0,Puebla
21124,21124,2023,0,Puebla
21124,21124,2024,0,Puebla
21124,21124,2025,0,Puebla
21125,21125,2015,0,Puebla
21125,21125,2016,0,Puebla
21125,21125,2017,0,Puebla
21125,21125,2018,0,Puebla
21125,21125,2019,0,Puebla
21125,21125,2020,0,Puebla
21125,21125,2021,0,Puebla
21125,21125,2022,0,Puebla
21125,21125,2023,0,Puebla
21125,21125,2024,0,Puebla
21125,21125,2025,0,Puebla
21126,21126,2015,0,Puebla
21126,21126,2016,0,Puebla
21126,21126,2017,1,Puebla
21126,21126,2018,0,Puebla
21126,21126,2019,0,Puebla
21126,21126,2020,0,Puebla
21126,21126,2021,0,Puebla
21126,21126,2022,0,Puebla
21126,21126,2023,0,Puebla
21126,21126,2024,0,Puebla
21126,21126,2025,0,Puebla
21127,21127,2015,0,Puebla
21127,21127,2016,0,Puebla
21127,21127,2017,0,Puebla
21127,21127,2018,0,Puebla
21127,21127,2019,0,Puebla
21127,21127,2020,0,Puebla
21127,21127,2021,0,Puebla
21127,21127,2022,0,Puebla
21127,21127,2023,0,Puebla
21127,21127,2024,0,Puebla
21127,21127,2025,0,Puebla
21128,21128,2015,0,Puebla
21128,21128,2016,0,Puebla
21128,21128,2017,0,Puebla
21128,21128,2018,0,Puebla
21128,21128,2019,0,Puebla
21128,21128,2020,0,Puebla
21128,21128,2021,0,Puebla
21128,21128,2022,0,Puebla
21128,21128,2023,0,Puebla
21128,21128,2024,0,Puebla
21128,21128,2025,0,Puebla
21129,21129,2015,0,Puebla
21129,21129,2016,0,Puebla
21129,21129,2017,0,Puebla
21129,21129,2018,0,Puebla
21129,21129,2019,0,Puebla
21129,21129,2020,0,Puebla
21129,21129,2021,0,Puebla
21129,21129,2022,0,Puebla
21129,21129,2023,0,Puebla
21129,21129,2024,0,Puebla
21129,21129,2025,0,Puebla
21130,21130,2015,0,Puebla
21130,21130,2016,0,Puebla
21130,21130,2017,0,Puebla
21130,21130,2018,0,Puebla
21130,21130,2019,0,Puebla
21130,21130,2020,0,Puebla
21130,21130,2021,0,Puebla
21130,21130,2022,0,Puebla
21130,21130,2023,0,Puebla
21130,21130,2024,0,Puebla
21130,21130,2025,0,Puebla
21131,21131,2015,0,Puebla
21131,21131,2016,0,Puebla
21131,21131,2017,0,Puebla
21131,21131,2018,0,Puebla
21131,21131,2019,0,Puebla
21131,21131,2020,0,Puebla
21131,21131,2021,0,Puebla
21131,21131,2022,0,Puebla
21131,21131,2023,0,Puebla
21131,21131,2024,0,Puebla
21131,21131,2025,0,Puebla
21132,21132,2015,0,Puebla
21132,21132,2016,1,Puebla
21132,21132,2017,0,Puebla
21132,21132,2018,0,Puebla
21132,21132,2019,2,Puebla
21132,21132,2020,3,Puebla
21132,21132,2021,0,Puebla
21132,21132,2022,0,Puebla
21132,21132,2023,2,Puebla
21132,21132,2024,2,Puebla
21132,21132,2025,0,Puebla
21133,21133,2015,0,Puebla
21133,21133,2016,0,Puebla
21133,21133,2017,0,Puebla
21133,21133,2018,0,Puebla
21133,21133,2019,0,Puebla
21133,21133,2020,0,Puebla
21133,21133,2021,0,Puebla
21133,21133,2022,0,Puebla
21133,21133,2023,1,Puebla
21133,21133,2024,0,Puebla
21133,21133,2025,0,Puebla
21134,21134,2015,0,Puebla
21134,21134,2016,0,Puebla
21134,21134,2017,0,Puebla
21134,21134,2018,0,Puebla
21134,21134,2019,0,Puebla
21134,21134,2020,0,Puebla
21134,21134,2021,0,Puebla
21134,21134,2022,0,Puebla
21134,21134,2023,0,Puebla
21134,21134,2024,0,Puebla
21134,21134,2025,0,Puebla
21135,21135,2015,0,Puebla
21135,21135,2016,0,Puebla
21135,21135,2017,0,Puebla
21135,21135,2018,0,Puebla
21135,21135,2019,0,Puebla
21135,21135,2020,0,Puebla
21135,21135,2021,0,Puebla
21135,21135,2022,0,Puebla
21135,21135,2023,0,Puebla
21135,21135,2024,0,Puebla
21135,21135,2025,0,Puebla
21136,21136,2015,0,Puebla
21136,21136,2016,0,Puebla
21136,21136,2017,0,Puebla
21136,21136,2018,0,Puebla
21136,21136,2019,0,Puebla
21136,21136,2020,0,Puebla
21136,21136,2021,0,Puebla
21136,21136,2022,0,Puebla
21136,21136,2023,0,Puebla
21136,21136,2024,0,Puebla
21136,21136,2025,0,Puebla
21137,21137,2015,0,Puebla
21137,21137,2016,0,Puebla
21137,21137,2017,0,Puebla
21137,21137,2018,0,Puebla
21137,21137,2019,0,Puebla
21137,21137,2020,0,Puebla
21137,21137,2021,0,Puebla
21137,21137,2022,0,Puebla
21137,21137,2023,0,Puebla
21137,21137,2024,0,Puebla
21137,21137,2025,0,Puebla
21138,21138,2015,0,Puebla
21138,21138,2016,0,Puebla
21138,21138,2017,0,Puebla
21138,21138,2018,0,Puebla
21138,21138,2019,0,Puebla
21138,21138,2020,1,Puebla
21138,21138,2021,0,Puebla
21138,21138,2022,0,Puebla
21138,21138,2023,0,Puebla
21138,21138,2024,0,Puebla
21138,21138,2025,0,Puebla
21139,21139,2015,0,Puebla
21139,21139,2016,0,Puebla
21139,21139,2017,0,Puebla
21139,21139,2018,0,Puebla
21139,21139,2019,0,Puebla
21139,21139,2020,0,Puebla
21139,21139,2021,0,Puebla
21139,21139,2022,0,Puebla
21139,21139,2023,0,Puebla
21139,21139,2024,0,Puebla
21139,21139,2025,0,Puebla
21140,21140,2015,0,Puebla
21140,21140,2016,0,Puebla
21140,21140,2017,0,Puebla
21140,21140,2018,1,Puebla
21140,21140,2019,0,Puebla
21140,21140,2020,0,Puebla
21140,21140,2021,1,Puebla
21140,21140,2022,2,Puebla
21140,21140,2023,0,Puebla
21140,21140,2024,1,Puebla
21140,21140,2025,0,Puebla
21141,21141,2015,0,Puebla
21141,21141,2016,0,Puebla
21141,21141,2017,0,Puebla
21141,21141,2018,0,Puebla
21141,21141,2019,0,Puebla
21141,21141,2020,0,Puebla
21141,21141,2021,0,Puebla
21141,21141,2022,0,Puebla
21141,21141,2023,0,Puebla
21141,21141,2024,0,Puebla
21141,21141,2025,0,Puebla
21142,21142,2015,0,Puebla
21142,21142,2016,0,Puebla
21142,21142,2017,0,Puebla
21142,21142,2018,0,Puebla
21142,21142,2019,0,Puebla
21142,21142,2020,0,Puebla
21142,21142,2021,0,Puebla
21142,21142,2022,0,Puebla
21142,21142,2023,0,Puebla
21142,21142,2024,0,Puebla
21142,21142,2025,0,Puebla
21143,21143,2015,0,Puebla
21143,21143,2016,0,Puebla
21143,21143,2017,0,Puebla
21143,21143,2018,0,Puebla
21143,21143,2019,0,Puebla
21143,21143,2020,0,Puebla
21143,21143,2021,0,Puebla
21143,21143,2022,0,Puebla
21143,21143,2023,0,Puebla
21143,21143,2024,0,Puebla
21143,21143,2025,1,Puebla
21144,21144,2015,0,Puebla
21144,21144,2016,0,Puebla
21144,21144,2017,0,Puebla
21144,21144,2018,0,Puebla
21144,21144,2019,0,Puebla
21144,21144,2020,2,Puebla
21144,21144,2021,0,Puebla
21144,21144,2022,0,Puebla
21144,21144,2023,0,Puebla
21144,21144,2024,1,Puebla
21144,21144,2025,0,Puebla
21145,21145,2015,0,Puebla
21145,21145,2016,0,Puebla
21145,21145,2017,0,Puebla
21145,21145,2018,0,Puebla
21145,21145,2019,0,Puebla
21145,21145,2020,0,Puebla
21145,21145,2021,1,Puebla
21145,21145,2022,0,Puebla
21145,21145,2023,0,Puebla
21145,21145,2024,0,Puebla
21145,21145,2025,0,Puebla
21146,21146,2015,0,Puebla
21146,21146,2016,0,Puebla
21146,21146,2017,0,Puebla
21146,21146,2018,0,Puebla
21146,21146,2019,0,Puebla
21146,21146,2020,0,Puebla
21146,21146,2021,0,Puebla
21146,21146,2022,0,Puebla
21146,21146,2023,0,Puebla
21146,21146,2024,0,Puebla
21146,21146,2025,0,Puebla
21147,21147,2015,0,Puebla
21147,21147,2016,0,Puebla
21147,21147,2017,0,Puebla
21147,21147,2018,0,Puebla
21147,21147,2019,0,Puebla
21147,21147,2020,0,Puebla
21147,21147,2021,0,Puebla
21147,21147,2022,0,Puebla
21147,21147,2023,0,Puebla
21147,21147,2024,0,Puebla
21147,21147,2025,0,Puebla
21148,21148,2015,0,Puebla
21148,21148,2016,0,Puebla
21148,21148,2017,0,Puebla
21148,21148,2018,0,Puebla
21148,21148,2019,0,Puebla
21148,21148,2020,0,Puebla
21148,21148,2021,0,Puebla
21148,21148,2022,0,Puebla
21148,21148,2023,0,Puebla
21148,21148,2024,0,Puebla
21148,21148,2025,0,Puebla
21149,21149,2015,0,Puebla
21149,21149,2016,0,Puebla
21149,21149,2017,0,Puebla
21149,21149,2018,0,Puebla
21149,21149,2019,1,Puebla
21149,21149,2020,0,Puebla
21149,21149,2021,0,Puebla
21149,21149,2022,0,Puebla
21149,21149,2023,0,Puebla
21149,21149,2024,0,Puebla
21149,21149,2025,0,Puebla
21150,21150,2015,0,Puebla
21150,21150,2016,0,Puebla
21150,21150,2017,0,Puebla
21150,21150,2018,0,Puebla
21150,21150,2019,0,Puebla
21150,21150,2020,0,Puebla
21150,21150,2021,0,Puebla
21150,21150,2022,0,Puebla
21150,21150,2023,0,Puebla
21150,21150,2024,0,Puebla
21150,21150,2025,0,Puebla
21151,21151,2015,0,Puebla
21151,21151,2016,0,Puebla
21151,21151,2017,0,Puebla
21151,21151,2018,0,Puebla
21151,21151,2019,0,Puebla
21151,21151,2020,0,Puebla
21151,21151,2021,0,Puebla
21151,21151,2022,0,Puebla
21151,21151,2023,0,Puebla
21151,21151,2024,0,Puebla
21151,21151,2025,0,Puebla
21152,21152,2015,0,Puebla
21152,21152,2016,0,Puebla
21152,21152,2017,0,Puebla
21152,21152,2018,0,Puebla
21152,21152,2019,0,Puebla
21152,21152,2020,0,Puebla
21152,21152,2021,0,Puebla
21152,21152,2022,0,Puebla
21152,21152,2023,0,Puebla
21152,21152,2024,1,Puebla
21152,21152,2025,0,Puebla
21153,21153,2015,0,Puebla
21153,21153,2016,0,Puebla
21153,21153,2017,0,Puebla
21153,21153,2018,1,Puebla
21153,21153,2019,0,Puebla
21153,21153,2020,1,Puebla
21153,21153,2021,0,Puebla
21153,21153,2022,0,Puebla
21153,21153,2023,0,Puebla
21153,21153,2024,0,Puebla
21153,21153,2025,0,Puebla
21154,21154,2015,0,Puebla
21154,21154,2016,0,Puebla
21154,21154,2017,0,Puebla
21154,21154,2018,1,Puebla
21154,21154,2019,3,Puebla
21154,21154,2020,0,Puebla
21154,21154,2021,3,Puebla
21154,21154,2022,0,Puebla
21154,21154,2023,0,Puebla
21154,21154,2024,0,Puebla
21154,21154,2025,0,Puebla
21155,21155,2015,0,Puebla
21155,21155,2016,0,Puebla
21155,21155,2017,0,Puebla
21155,21155,2018,0,Puebla
21155,21155,2019,0,Puebla
21155,21155,2020,0,Puebla
21155,21155,2021,0,Puebla
21155,21155,2022,0,Puebla
21155,21155,2023,0,Puebla
21155,21155,2024,0,Puebla
21155,21155,2025,0,Puebla
21156,21156,2015,0,Puebla
21156,21156,2016,0,Puebla
21156,21156,2017,4,Puebla
21156,21156,2018,4,Puebla
21156,21156,2019,1,Puebla
21156,21156,2020,1,Puebla
21156,21156,2021,0,Puebla
21156,21156,2022,0,Puebla
21156,21156,2023,0,Puebla
21156,21156,2024,2,Puebla
21156,21156,2025,1,Puebla
21157,21157,2015,0,Puebla
21157,21157,2016,0,Puebla
21157,21157,2017,0,Puebla
21157,21157,2018,1,Puebla
21157,21157,2019,1,Puebla
21157,21157,2020,0,Puebla
21157,21157,2021,0,Puebla
21157,21157,2022,0,Puebla
21157,21157,2023,0,Puebla
21157,21157,2024,0,Puebla
21157,21157,2025,0,Puebla
21158,21158,2015,0,Puebla
21158,21158,2016,0,Puebla
21158,21158,2017,0,Puebla
21158,21158,2018,0,Puebla
21158,21158,2019,0,Puebla
21158,21158,2020,0,Puebla
21158,21158,2021,0,Puebla
21158,21158,2022,0,Puebla
21158,21158,2023,0,Puebla
21158,21158,2024,0,Puebla
21158,21158,2025,0,Puebla
21159,21159,2015,0,Puebla
21159,21159,2016,0,Puebla
21159,21159,2017,0,Puebla
21159,21159,2018,0,Puebla
