municipio,cve_mun,estado,anio,feminicidios,municipio_texto,mun_id_nombre
Francisco Z. Mena,21064,Puebla,2023,0,Francisco Z. Mena,21064 – Francisco Z. Mena
Francisco Z. Mena,21064,Puebla,2024,0,Francisco Z. Mena,21064 – Francisco Z. Mena
Francisco Z. Mena,21064,Puebla,2025,0,Francisco Z. Mena,21064 – Francisco Z. Mena
General Felipe Ángeles,21065,Puebla,2015,0,General Felipe Ángeles,21065 – General Felipe Ángeles
General Felipe Ángeles,21065,Puebla,2016,0,General Felipe Ángeles,21065 – General Felipe Ángeles
General Felipe Ángeles,21065,Puebla,2017,0,General Felipe Ángeles,21065 – General Felipe Ángeles
General Felipe Ángeles,21065,Puebla,2018,0,General Felipe Ángeles,21065 – General Felipe Ángeles
General Felipe Ángeles,21065,Puebla,2019,0,General Felipe Ángeles,21065 – General Felipe Ángeles
General Felipe Ángeles,21065,Puebla,2020,0,General Felipe Ángeles,21065 – General Felipe Ángeles
General Felipe Ángeles,21065,Puebla,2021,0,General Felipe Ángeles,21065 – General Felipe Ángeles
General Felipe Ángeles,21065,Puebla,2022,0,General Felipe Ángeles,21065 – General Felipe Ángeles
General Felipe Ángeles,21065,Puebla,2023,0,General Felipe Ángeles,21065 – General Felipe Ángeles
General Felipe Ángeles,21065,Puebla,2024,0,General Felipe Ángeles,21065 – General Felipe Ángeles
General Felipe Ángeles,21065,Puebla,2025,0,General Felipe Ángeles,21065 – General Felipe Ángeles
Guadalupe,21066,Puebla,2015,0,Guadalupe,21066 – Guadalupe
Guadalupe,21066,Puebla,2016,0,Guadalupe,21066 – Guadalupe
Guadalupe,21066,Puebla,2017,0,Guadalupe,21066 – Guadalupe
Guadalupe,21066,Puebla,2018,0,Guadalupe,21066 – Guadalupe
Guadalupe,21066,Puebla,2019,0,Guadalupe,21066 – Guadalupe
Guadalupe,21066,Puebla,2020,0,Guadalupe,21066 – Guadalupe
Guadalupe,21066,Puebla,2021,0,Guadalupe,21066 – Guadalupe
Guadalupe,21066,Puebla,2022,0,Guadalupe,21066 – Guadalupe
Guadalupe,21066,Puebla,2023,0,Guadalupe,21066 – Guadalupe
Guadalupe,21066,Puebla,2024,0,Guadalupe,21066 – Guadalupe
Guadalupe,21066,Puebla,2025,0,Guadalupe,21066 – Guadalupe
Guadalupe Victoria,21067,Puebla,2015,0,Guadalupe Victoria,21067 – Guadalupe Victoria
Guadalupe Victoria,21067,Puebla,2016,0,Guadalupe Victoria,21067 – Guadalupe Victoria
Guadalupe Victoria,21067,Puebla,2017,0,Guadalupe Victoria,21067 – Guadalupe Victoria
Guadalupe Victoria,21067,Puebla,2018,0,Guadalupe Victoria,21067 – Guadalupe Victoria
Guadalupe Victoria,21067,Puebla,2019,0,Guadalupe Victoria,21067 – Guadalupe Victoria
Guadalupe Victoria,21067,Puebla,2020,0,Guadalupe Victoria,21067 – Guadalupe Victoria
Guadalupe Victoria,21067,Puebla,2021,0,Guadalupe Victoria,21067 – Guadalupe Victoria
Guadalupe Victoria,21067,Puebla,2022,0,Guadalupe Victoria,21067 – Guadalupe Victoria
Guadalupe Victoria,21067,Puebla,2023,1,Guadalupe Victoria,21067 – Guadalupe Victoria
Guadalupe Victoria,21067,Puebla,2024,0,Guadalupe Victoria,21067 – Guadalupe Victoria
Guadalupe Victoria,21067,Puebla,2025,0,Guadalupe Victoria,21067 – Guadalupe Victoria
Hermenegildo Galeana,21068,Puebla,2015,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana
Hermenegildo Galeana,21068,Puebla,2016,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana
Hermenegildo Galeana,21068,Puebla,2017,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana
Hermenegildo Galeana,21068,Puebla,2018,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana
Hermenegildo Galeana,21068,Puebla,2019,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana
Hermenegildo Galeana,21068,Puebla,2020,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana
Hermenegildo Galeana,21068,Puebla,2021,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana
Hermenegildo Galeana,21068,Puebla,2022,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana
Hermenegildo Galeana,21068,Puebla,2023,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana
Hermenegildo Galeana,21068,Puebla,2024,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana
Hermenegildo Galeana,21068,Puebla,2025,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana
Huaquechula,21069,Puebla,2015,0,Huaquechula,21069 – Huaquechula
Huaquechula,21069,Puebla,2016,0,Huaquechula,21069 – Huaquechula
Huaquechula,21069,Puebla,2017,1,Huaquechula,21069 – Huaquechula
Huaquechula,21069,Puebla,2018,0,Huaquechula,21069 – Huaquechula
Huaquechula,21069,Puebla,2019,0,Huaquechula,21069 – Huaquechula
Huaquechula,21069,Puebla,2020,0,Huaquechula,21069 – Huaquechula
Huaquechula,21069,Puebla,2021,0,Huaquechula,21069 – Huaquechula
Huaquechula,21069,Puebla,2022,0,Huaquechula,21069 – Huaquechula
Huaquechula,21069,Puebla,2023,0,Huaquechula,21069 – Huaquechula
Huaquechula,21069,Puebla,2024,0,Huaquechula,21069 – Huaquechula
Huaquechula,21069,Puebla,2025,0,Huaquechula,21069 – Huaquechula
Huatlatlauca,21070,Puebla,2015,0,Huatlatlauca,21070 – Huatlatlauca
Huatlatlauca,21070,Puebla,2016,0,Huatlatlauca,21070 – Huatlatlauca
Huatlatlauca,21070,Puebla,2017,0,Huatlatlauca,21070 – Huatlatlauca
Huatlatlauca,21070,Puebla,2018,0,Huatlatlauca,21070 – Huatlatlauca
Huatlatlauca,21070,Puebla,2019,0,Huatlatlauca,21070 – Huatlatlauca
Huatlatlauca,21070,Puebla,2020,0,Huatlatlauca,21070 – Huatlatlauca
Huatlatlauca,21070,Puebla,2021,0,Huatlatlauca,21070 – Huatlatlauca
Huatlatlauca,21070,Puebla,2022,0,Huatlatlauca,21070 – Huatlatlauca
Huatlatlauca,21070,Puebla,2023,0,Huatlatlauca,21070 – Huatlatlauca
Huatlatlauca,21070,Puebla,2024,0,Huatlatlauca,21070 – Huatlatlauca
Huatlatlauca,21070,Puebla,2025,0,Huatlatlauca,21070 – Huatlatlauca
Huauchinango,21071,Puebla,2015,0,Huauchinango,21071 – Huauchinango
Huauchinango,21071,Puebla,2016,0,Huauchinango,21071 – Huauchinango
Huauchinango,21071,Puebla,2017,0,Huauchinango,21071 – Huauchinango
Huauchinango,21071,Puebla,2018,0,Huauchinango,21071 – Huauchinango
Huauchinango,21071,Puebla,2019,2,Huauchinango,21071 – Huauchinango
Huauchinango,21071,Puebla,2020,0,Huauchinango,21071 – Huauchinango
Huauchinango,21071,Puebla,2021,0,Huauchinango,21071 – Huauchinango
Huauchinango,21071,Puebla,2022,2,Huauchinango,21071 – Huauchinango
Huauchinango,21071,Puebla,2023,0,Huauchinango,21071 – Huauchinango
Huauchinango,21071,Puebla,2024,0,Huauchinango,21071 – Huauchinango
Huauchinango,21071,Puebla,2025,0,Huauchinango,21071 – Huauchinango
Huehuetla,21072,Puebla,2015,0,Huehuetla,21072 – Huehuetla
Huehuetla,21072,Puebla,2016,0,Huehuetla,21072 – Huehuetla
Huehuetla,21072,Puebla,2017,0,Huehuetla,21072 – Huehuetla
Huehuetla,21072,Puebla,2018,0,Huehuetla,21072 – Huehuetla
Huehuetla,21072,Puebla,2019,0,Huehuetla,21072 – Huehuetla
Huehuetla,21072,Puebla,2020,1,Huehuetla,21072 – Huehuetla
Huehuetla,21072,Puebla,2021,0,Huehuetla,21072 – Huehuetla
Huehuetla,21072,Puebla,2022,0,Huehuetla,21072 – Huehuetla
Huehuetla,21072,Puebla,2023,0,Huehuetla,21072 – Huehuetla
Huehuetla,21072,Puebla,2024,0,Huehuetla,21072 – Huehuetla
Huehuetla,21072,Puebla,2025,1,Huehuetla,21072 – Huehuetla
Huehuetlán El Chico,21073,Puebla,2015,0,Huehuetlán El Chico,21073 – Huehuetlán El Chico
Huehuetlán El Chico,21073,Puebla,2016,0,Huehuetlán El Chico,21073 – Huehuetlán El Chico
Huehuetlán El Chico,21073,Puebla,2017,0,Huehuetlán El Chico,21073 – Huehuetlán El Chico
Huehuetlán El Chico,21073,Puebla,2018,0,Huehuetlán El Chico,21073 – Huehuetlán El Chico
Huehuetlán El Chico,21073,Puebla,2019,0,Huehuetlán El Chico,21073 – Huehuetlán El Chico
Huehuetlán El Chico,21073,Puebla,2020,0,Huehuetlán El Chico,21073 – Huehuetlán El Chico
Huehuetlán El Chico,21073,Puebla,2021,0,Huehuetlán El Chico,21073 – Huehuetlán El Chico
Huehuetlán El Chico,21073,Puebla,2022,0,Huehuetlán El Chico,21073 – Huehuetlán El Chico
Huehuetlán El Chico,21073,Puebla,2023,0,Huehuetlán El Chico,21073 – Huehuetlán El Chico
Huehuetlán El Chico,21073,Puebla,2024,0,Huehuetlán El Chico,21073 – Huehuetlán El Chico
Huehuetlán El Chico,21073,Puebla,2025,0,Huehuetlán El Chico,21073 – Huehuetlán El Chico
Huejotzingo,21074,Puebla,2015,0,Huejotzingo,21074 – Huejotzingo
Huejotzingo,21074,Puebla,2016,0,Huejotzingo,21074 – Huejotzingo
Huejotzingo,21074,Puebla,2017,1,Huejotzingo,21074 – Huejotzingo
Huejotzingo,21074,Puebla,2018,1,Huejotzingo,21074 – Huejotzingo
Huejotzingo,21074,Puebla,2019,1,Huejotzingo,21074 – Huejotzingo
Huejotzingo,21074,Puebla,2020,1,Huejotzingo,21074 – Huejotzingo
Huejotzingo,21074,Puebla,2021,0,Huejotzingo,21074 – Huejotzingo
Huejotzingo,21074,Puebla,2022,0,Huejotzingo,21074 – Huejotzingo
Huejotzingo,21074,Puebla,2023,1,Huejotzingo,21074 – Huejotzingo
Huejotzingo,21074,Puebla,2024,1,Huejotzingo,21074 – Huejotzingo
Huejotzingo,21074,Puebla,2025,0,Huejotzingo,21074 – Huejotzingo
Hueyapan,21075,Puebla,2015,0,Hueyapan,21075 – Hueyapan
Hueyapan,21075,Puebla,2016,0,Hueyapan,21075 – Hueyapan
Hueyapan,21075,Puebla,2017,0,Hueyapan,21075 – Hueyapan
Hueyapan,21075,Puebla,2018,0,Hueyapan,21075 – Hueyapan
Hueyapan,21075,Puebla,2019,0,Hueyapan,21075 – Hueyapan
Hueyapan,21075,Puebla,2020,0,Hueyapan,21075 – Hueyapan
Hueyapan,21075,Puebla,2021,0,Hueyapan,21075 – Hueyapan
Hueyapan,21075,Puebla,2022,0,Hueyapan,21075 – Hueyapan
Hueyapan,21075,Puebla,2023,0,Hueyapan,21075 – Hueyapan
Hueyapan,21075,Puebla,2024,0,Hueyapan,21075 – Hueyapan
Hueyapan,21075,Puebla,2025,0,Hueyapan,21075 – Hueyapan
Hueytamalco,21076,Puebla,2015,0,Hueytamalco,21076 – Hueytamalco
Hueytamalco,21076,Puebla,2016,0,Hueytamalco,21076 – Hueytamalco
Hueytamalco,21076,Puebla,2017,0,Hueytamalco,21076 – Hueytamalco
Hueytamalco,21076,Puebla,2018,0,Hueytamalco,21076 – Hueytamalco
Hueytamalco,21076,Puebla,2019,0,Hueytamalco,21076 – Hueytamalco
Hueytamalco,21076,Puebla,2020,0,Hueytamalco,21076 – Hueytamalco
Hueytamalco,21076,Puebla,2021,2,Hueytamalco,21076 – Hueytamalco
Hueytamalco,21076,Puebla,2022,0,Hueytamalco,21076 – Hueytamalco
Hueytamalco,21076,Puebla,2023,1,Hueytamalco,21076 – Hueytamalco
Hueytamalco,21076,Puebla,2024,0,Hueytamalco,21076 – Hueytamalco
Hueytamalco,21076,Puebla,2025,0,Hueytamalco,21076 – Hueytamalco
Hueytlalpan,21077,Puebla,2015,0,Hueytlalpan,21077 – Hueytlalpan
Hueytlalpan,21077,Puebla,2016,0,Hueytlalpan,21077 – Hueytlalpan
Hueytlalpan,21077,Puebla,2017,0,Hueytlalpan,21077 – Hueytlalpan
Hueytlalpan,21077,Puebla,2018,0,Hueytlalpan,21077 – Hueytlalpan
Hueytlalpan,21077,Puebla,2019,0,Hueytlalpan,21077 – Hueytlalpan
Hueytlalpan,21077,Puebla,2020,0,Hueytlalpan,21077 – Hueytlalpan
Hueytlalpan,21077,Puebla,2021,0,Hueytlalpan,21077 – Hueytlalpan
Hueytlalpan,21077,Puebla,2022,0,Hueytlalpan,21077 – Hueytlalpan
Hueytlalpan,21077,Puebla,2023,0,Hueytlalpan,21077 – Hueytlalpan
Hueytlalpan,21077,Puebla,2024,0,Hueytlalpan,21077 – Hueytlalpan
Hueytlalpan,21077,Puebla,2025,0,Hueytlalpan,21077 – Hueytlalpan
Huitzilan De Serdán,21078,Puebla,2015,0,Huitzilan De Serdán,21078 – Huitzilan De Serdán
Huitzilan De Serdán,21078,Puebla,2016,0,Huitzilan De Serdán,21078 – Huitzilan De Serdán
Huitzilan De Serdán,21078,Puebla,2017,0,Huitzilan De Serdán,21078 – Huitzilan De Serdán
Huitzilan De Serdán,21078,Puebla,2018,0,Huitzilan De Serdán,21078 – Huitzilan De Serdán
Huitzilan De Serdán,21078,Puebla,2019,1,Huitzilan De Serdán,21078 – Huitzilan De Serdán
Huitzilan De Serdán,21078,Puebla,2020,0,Huitzilan De Serdán,21078 – Huitzilan De Serdán
Huitzilan De Serdán,21078,Puebla,2021,0,Huitzilan De Serdán,21078 – Huitzilan De Serdán
Huitzilan De Serdán,21078,Puebla,2022,0,Huitzilan De Serdán,21078 – Huitzilan De Serdán
Huitzilan De Serdán,21078,Puebla,2023,0,Huitzilan De Serdán,21078 – Huitzilan De Serdán
Huitzilan De Serdán,21078,Puebla,2024,0,Huitzilan De Serdán,21078 – Huitzilan De Serdán
Huitzilan De Serdán,21078,Puebla,2025,0,Huitzilan De Serdán,21078 – Huitzilan De Serdán
Huitziltepec,21079,Puebla,2015,0,Huitziltepec,21079 – Huitziltepec
Huitziltepec,21079,Puebla,2016,0,Huitziltepec,21079 – Huitziltepec
Huitziltepec,21079,Puebla,2017,0,Huitziltepec,21079 – Huitziltepec
Huitziltepec,21079,Puebla,2018,0,Huitziltepec,21079 – Huitziltepec
Huitziltepec,21079,Puebla,2019,0,Huitziltepec,21079 – Huitziltepec
Huitziltepec,21079,Puebla,2020,0,Huitziltepec,21079 – Huitziltepec
Huitziltepec,21079,Puebla,2021,0,Huitziltepec,21079 – Huitziltepec
Huitziltepec,21079,Puebla,2022,0,Huitziltepec,21079 – Huitziltepec
Huitziltepec,21079,Puebla,2023,0,Huitziltepec,21079 – Huitziltepec
Huitziltepec,21079,Puebla,2024,0,Huitziltepec,21079 – Huitziltepec
Huitziltepec,21079,Puebla,2025,0,Huitziltepec,21079 – Huitziltepec
Atlequizayan,21080,Puebla,2015,0,Atlequizayan,21080 – Atlequizayan
Atlequizayan,21080,Puebla,2016,0,Atlequizayan,21080 – Atlequizayan
Atlequizayan,21080,Puebla,2017,0,Atlequizayan,21080 – Atlequizayan
Atlequizayan,21080,Puebla,2018,0,Atlequizayan,21080 – Atlequizayan
Atlequizayan,21080,Puebla,2019,0,Atlequizayan,21080 – Atlequizayan
Atlequizayan,21080,Puebla,2020,0,Atlequizayan,21080 – Atlequizayan
Atlequizayan,21080,Puebla,2021,0,Atlequizayan,21080 – Atlequizayan
Atlequizayan,21080,Puebla,2022,0,Atlequizayan,21080 – Atlequizayan
Atlequizayan,21080,Puebla,2023,0,Atlequizayan,21080 – Atlequizayan
Atlequizayan,21080,Puebla,2024,0,Atlequizayan,21080 – Atlequizayan
Atlequizayan,21080,Puebla,2025,0,Atlequizayan,21080 – Atlequizayan
Ixcamilpa De Guerrero,21081,Puebla,2015,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero
Ixcamilpa De Guerrero,21081,Puebla,2016,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero
Ixcamilpa De Guerrero,21081,Puebla,2017,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero
Ixcamilpa De Guerrero,21081,Puebla,2018,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero
Ixcamilpa De Guerrero,21081,Puebla,2019,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero
Ixcamilpa De Guerrero,21081,Puebla,2020,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero
Ixcamilpa De Guerrero,21081,Puebla,2021,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero
Ixcamilpa De Guerrero,21081,Puebla,2022,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero
Ixcamilpa De Guerrero,21081,Puebla,2023,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero
Ixcamilpa De Guerrero,21081,Puebla,2024,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero
Ixcamilpa De Guerrero,21081,Puebla,2025,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero
Ixcaquixtla,21082,Puebla,2015,0,Ixcaquixtla,21082 – Ixcaquixtla
Ixcaquixtla,21082,Puebla,2016,0,Ixcaquixtla,21082 – Ixcaquixtla
Ixcaquixtla,21082,Puebla,2017,0,Ixcaquixtla,21082 – Ixcaquixtla
Ixcaquixtla,21082,Puebla,2018,0,Ixcaquixtla,21082 – Ixcaquixtla
Ixcaquixtla,21082,Puebla,2019,0,Ixcaquixtla,21082 – Ixcaquixtla
Ixcaquixtla,21082,Puebla,2020,0,Ixcaquixtla,21082 – Ixcaquixtla
Ixcaquixtla,21082,Puebla,2021,0,Ixcaquixtla,21082 – Ixcaquixtla
Ixcaquixtla,21082,Puebla,2022,0,Ixcaquixtla,21082 – Ixcaquixtla
Ixcaquixtla,21082,Puebla,2023,0,Ixcaquixtla,21082 – Ixcaquixtla
Ixcaquixtla,21082,Puebla,2024,0,Ixcaquixtla,21082 – Ixcaquixtla
Ixcaquixtla,21082,Puebla,2025,0,Ixcaquixtla,21082 – Ixcaquixtla
Ixtacamaxtitlán,21083,Puebla,2015,0,Ixtacamaxtitlán,21083 – Ixtacamaxtitlán
Ixtacamaxtitlán,21083,Puebla,2016,0,Ixtacamaxtitlán,21083 – Ixtacamaxtitlán
Ixtacamaxtitlán,21083,Puebla,2017,0,Ixtacamaxtitlán,21083 – Ixtacamaxtitlán
Ixtacamaxtitlán,21083,Puebla,2018,0,Ixtacamaxtitlán,21083 – Ixtacamaxtitlán
Ixtacamaxtitlán,21083,Puebla,2019,0,Ixtacamaxtitlán,21083 – Ixtacamaxtitlán
Ixtacamaxtitlán,21083,Puebla,2020,0,Ixtacamaxtitlán,21083 – Ixtacamaxtitlán
Ixtacamaxtitlán,21083,Puebla,2021,0,Ixtacamaxtitlán,21083 – Ixtacamaxtitlán
Ixtacamaxtitlán,21083,Puebla,2022,0,Ixtacamaxtitlán,21083 – Ixtacamaxtitlán
Ixtacamaxtitlán,21083,Puebla,2023,1,Ixtacamaxtitlán,21083 – Ixtacamaxtitlán
Ixtacamaxtitlán,21083,Puebla,2024,1,Ixtacamaxtitlán,21083 – Ixtacamaxtitlán
Ixtacamaxtitlán,21083,Puebla,2025,0,Ixtacamaxtitlán,21083 – Ixtacamaxtitlán
Ixtepec,21084,Puebla,2015,0,Ixtepec,21084 – Ixtepec
Ixtepec,21084,Puebla,2016,0,Ixtepec,21084 – Ixtepec
Ixtepec,21084,Puebla,2017,0,Ixtepec,21084 – Ixtepec
Ixtepec,21084,Puebla,2018,0,Ixtepec,21084 – Ixtepec
Ixtepec,21084,Puebla,2019,0,Ixtepec,21084 – Ixtepec
Ixtepec,21084,Puebla,2020,0,Ixtepec,21084 – Ixtepec
Ixtepec,21084,Puebla,2021,0,Ixtepec,21084 – Ixtepec
Ixtepec,21084,Puebla,2022,0,Ixtepec,21084 – Ixtepec
Ixtepec,21084,Puebla,2023,0,Ixtepec,21084 – Ixtepec
Ixtepec,21084,Puebla,2024,0,Ixtepec,21084 – Ixtepec
Ixtepec,21084,Puebla,2025,0,Ixtepec,21084 – Ixtepec
Izúcar De Matamoros,21085,Puebla,2015,0,Izúcar De Matamoros,21085 – Izúcar De Matamoros
Izúcar De Matamoros,21085,Puebla,2016,0,Izúcar De Matamoros,21085 – Izúcar De Matamoros
Izúcar De Matamoros,21085,Puebla,2017,0,Izúcar De Matamoros,21085 – Izúcar De Matamoros
Izúcar De Matamoros,21085,Puebla,2018,1,Izúcar De Matamoros,21085 – Izúcar De Matamoros
Izúcar De Matamoros,21085,Puebla,2019,1,Izúcar De Matamoros,21085 – Izúcar De Matamoros
Izúcar De Matamoros,21085,Puebla,2020,2,Izúcar De Matamoros,21085 – Izúcar De Matamoros
Izúcar De Matamoros,21085,Puebla,2021,0,Izúcar De Matamoros,21085 – Izúcar De Matamoros
Izúcar De Matamoros,21085,Puebla,2022,0,Izúcar De Matamoros,21085 – Izúcar De Matamoros
Izúcar De Matamoros,21085,Puebla,2023,0,Izúcar De Matamoros,21085 – Izúcar De Matamoros
Izúcar De Matamoros,21085,Puebla,2024,1,Izúcar De Matamoros,21085 – Izúcar De Matamoros
Izúcar De Matamoros,21085,Puebla,2025,0,Izúcar De Matamoros,21085 – Izúcar De Matamoros
Jalpan,21086,Puebla,2015,0,Jalpan,21086 – Jalpan
Jalpan,21086,Puebla,2016,0,Jalpan,21086 – Jalpan
Jalpan,21086,Puebla,2017,0,Jalpan,21086 – Jalpan
Jalpan,21086,Puebla,2018,0,Jalpan,21086 – Jalpan
Jalpan,21086,Puebla,2019,0,Jalpan,21086 – Jalpan
Jalpan,21086,Puebla,2020,0,Jalpan,21086 – Jalpan
Jalpan,21086,Puebla,2021,0,Jalpan,21086 – Jalpan
Jalpan,21086,Puebla,2022,0,Jalpan,21086 – Jalpan
Jalpan,21086,Puebla,2023,1,Jalpan,21086 – Jalpan
Jalpan,21086,Puebla,2024,0,Jalpan,21086 – Jalpan
Jalpan,21086,Puebla,2025,0,Jalpan,21086 – Jalpan
Jolalpan,21087,Puebla,2015,0,Jolalpan,21087 – Jolalpan
Jolalpan,21087,Puebla,2016,0,Jolalpan,21087 – Jolalpan
Jolalpan,21087,Puebla,2017,0,Jolalpan,21087 – Jolalpan
Jolalpan,21087,Puebla,2018,0,Jolalpan,21087 – Jolalpan
Jolalpan,21087,Puebla,2019,0,Jolalpan,21087 – Jolalpan
Jolalpan,21087,Puebla,2020,0,Jolalpan,21087 – Jolalpan
Jolalpan,21087,Puebla,2021,0,Jolalpan,21087 – Jolalpan
Jolalpan,21087,Puebla,2022,0,Jolalpan,21087 – Jolalpan
Jolalpan,21087,Puebla,2023,0,Jolalpan,21087 – Jolalpan
Jolalpan,21087,Puebla,2024,0,Jolalpan,21087 – Jolalpan
Jolalpan,21087,Puebla,2025,0,Jolalpan,21087 – Jolalpan
Jonotla,21088,Puebla,2015,0,Jonotla,21088 – Jonotla
Jonotla,21088,Puebla,2016,0,Jonotla,21088 – Jonotla
Jonotla,21088,Puebla,2017,0,Jonotla,21088 – Jonotla
Jonotla,21088,Puebla,2018,0,Jonotla,21088 – Jonotla
Jonotla,21088,Puebla,2019,0,Jonotla,21088 – Jonotla
Jonotla,21088,Puebla,2020,0,Jonotla,21088 – Jonotla
Jonotla,21088,Puebla,2021,0,Jonotla,21088 – Jonotla
Jonotla,21088,Puebla,2022,0,Jonotla,21088 – Jonotla
Jonotla,21088,Puebla,2023,0,Jonotla,21088 – Jonotla
Jonotla,21088,Puebla,2024,0,Jonotla,21088 – Jonotla
Jonotla,21088,Puebla,2025,0,Jonotla,21088 – Jonotla
Jopala,21089,Puebla,2015,0,Jopala,21089 – Jopala
Jopala,21089,Puebla,2016,0,Jopala,21089 – Jopala
Jopala,21089,Puebla,2017,0,Jopala,21089 – Jopala
Jopala,21089,Puebla,2018,0,Jopala,21089 – Jopala
Jopala,21089,Puebla,2019,0,Jopala,21089 – Jopala
Jopala,21089,Puebla,2020,0,Jopala,21089 – Jopala
Jopala,21089,Puebla,2021,0,Jopala,21089 – Jopala
Jopala,21089,Puebla,2022,0,Jopala,21089 – Jopala
Jopala,21089,Puebla,2023,0,Jopala,21089 – Jopala
Jopala,21089,Puebla,2024,0,Jopala,21089 – Jopala
Jopala,21089,Puebla,2025,0,Jopala,21089 – Jopala
Juan C. Bonilla,21090,Puebla,2015,0,Juan C. Bonilla,21090 – Juan C. Bonilla
Juan C. Bonilla,21090,Puebla,2016,0,Juan C. Bonilla,21090 – Juan C. Bonilla
Juan C. Bonilla,21090,Puebla,2017,0,Juan C. Bonilla,21090 – Juan C. Bonilla
Juan C. Bonilla,21090,Puebla,2018,0,Juan C. Bonilla,21090 – Juan C. Bonilla
Juan C. Bonilla,21090,Puebla,2019,0,Juan C. Bonilla,21090 – Juan C. Bonilla
Juan C. Bonilla,21090,Puebla,2020,0,Juan C. Bonilla,21090 – Juan C. Bonilla
Juan C. Bonilla,21090,Puebla,2021,0,Juan C. Bonilla,21090 – Juan C. Bonilla
Juan C. Bonilla,21090,Puebla,2022,0,Juan C. Bonilla,21090 – Juan C. Bonilla
Juan C. Bonilla,21090,Puebla,2023,0,Juan C. Bonilla,21090 – Juan C. Bonilla
Juan C. Bonilla,21090,Puebla,2024,0,Juan C. Bonilla,21090 – Juan C. Bonilla
Juan C. Bonilla,21090,Puebla,2025,0,Juan C. Bonilla,21090 – Juan C. Bonilla
Juan Galindo,21091,Puebla,2015,0,Juan Galindo,21091 – Juan Galindo
Juan Galindo,21091,Puebla,2016,0,Juan Galindo,21091 – Juan Galindo
Juan Galindo,21091,Puebla,2017,0,Juan Galindo,21091 – Juan Galindo
Juan Galindo,21091,Puebla,2018,0,Juan Galindo,21091 – Juan Galindo
Juan Galindo,21091,Puebla,2019,0,Juan Galindo,21091 – Juan Galindo
Juan Galindo,21091,Puebla,2020,0,Juan Galindo,21091 – Juan Galindo
Juan Galindo,21091,Puebla,2021,0,Juan Galindo,21091 – Juan Galindo
Juan Galindo,21091,Puebla,2022,0,Juan Galindo,21091 – Juan Galindo
Juan Galindo,21091,Puebla,2023,0,Juan Galindo,21091 – Juan Galindo
Juan Galindo,21091,Puebla,2024,0,Juan Galindo,21091 – Juan Galindo
Juan Galindo,21091,Puebla,2025,0,Juan Galindo,21091 – Juan Galindo
Juan N. Méndez,21092,Puebla,2015,0,Juan N. Méndez,21092 – Juan N. Méndez
Juan N. Méndez,21092,Puebla,2016,0,Juan N. Méndez,21092 – Juan N. Méndez
Juan N. Méndez,21092,Puebla,2017,0,Juan N. Méndez,21092 – Juan N. Méndez
Juan N. Méndez,21092,Puebla,2018,0,Juan N. Méndez,21092 – Juan N. Méndez
Juan N. Méndez,21092,Puebla,2019,0,Juan N. Méndez,21092 – Juan N. Méndez
Juan N. Méndez,21092,Puebla,2020,0,Juan N. Méndez,21092 – Juan N. Méndez
Juan N. Méndez,21092,Puebla,2021,0,Juan N. Méndez,21092 – Juan N. Méndez
Juan N. Méndez,21092,Puebla,2022,0,Juan N. Méndez,21092 – Juan N. Méndez
Juan N. Méndez,21092,Puebla,2023,0,Juan N. Méndez,21092 – Juan N. Méndez
Juan N. Méndez,21092,Puebla,2024,0,Juan N. Méndez,21092 – Juan N. Méndez
Juan N. Méndez,21092,Puebla,2025,0,Juan N. Méndez,21092 – Juan N. Méndez
Lafragua,21093,Puebla,2015,0,Lafragua,21093 – Lafragua
Lafragua,21093,Puebla,2016,0,Lafragua,21093 – Lafragua
Lafragua,21093,Puebla,2017,0,Lafragua,21093 – Lafragua
Lafragua,21093,Puebla,2018,0,Lafragua,21093 – Lafragua
Lafragua,21093,Puebla,2019,0,Lafragua,21093 – Lafragua
Lafragua,21093,Puebla,2020,0,Lafragua,21093 – Lafragua
