municipio,cve_mun,estado,anio,feminicidios,municipio_texto,mun_id_nombre
Cohuecan,21033,Puebla,2024,0,Cohuecan,21033 – Cohuecan
Cohuecan,21033,Puebla,2025,0,Cohuecan,21033 – Cohuecan
Coronango,21034,Puebla,2015,0,Coronango,21034 – Coronango
Coronango,21034,Puebla,2016,0,Coronango,21034 – Coronango
Coronango,21034,Puebla,2017,1,Coronango,21034 – Coronango
Coronango,21034,Puebla,2018,0,Coronango,21034 – Coronango
Coronango,21034,Puebla,2019,0,Coronango,21034 – Coronango
Coronango,21034,Puebla,2020,3,Coronango,21034 – Coronango
Coronango,21034,Puebla,2021,0,Coronango,21034 – Coronango
Coronango,21034,Puebla,2022,0,Coronango,21034 – Coronango
Coronango,21034,Puebla,2023,0,Coronango,21034 – Coronango
Coronango,21034,Puebla,2024,1,Coronango,21034 – Coronango
Coronango,21034,Puebla,2025,0,Coronango,21034 – Coronango
Coxcatlán,21035,Puebla,2015,0,Coxcatlán,21035 – Coxcatlán
Coxcatlán,21035,Puebla,2016,0,Coxcatlán,21035 – Coxcatlán
Coxcatlán,21035,Puebla,2017,0,Coxcatlán,21035 – Coxcatlán
Coxcatlán,21035,Puebla,2018,0,Coxcatlán,21035 – Coxcatlán
Coxcatlán,21035,Puebla,2019,0,Coxcatlán,21035 – Coxcatlán
Coxcatlán,21035,Puebla,2020,0,Coxcatlán,21035 – Coxcatlán
Coxcatlán,21035,Puebla,2021,0,Coxcatlán,21035 – Coxcatlán
Coxcatlán,21035,Puebla,2022,0,Coxcatlán,21035 – Coxcatlán
Coxcatlán,21035,Puebla,2023,0,Coxcatlán,21035 – Coxcatlán
Coxcatlán,21035,Puebla,2024,0,Coxcatlán,21035 – Coxcatlán
Coxcatlán,21035,Puebla,2025,0,Coxcatlán,21035 – Coxcatlán
Coyomeapan,21036,Puebla,2015,0,Coyomeapan,21036 – Coyomeapan
Coyomeapan,21036,Puebla,2016,0,Coyomeapan,21036 – Coyomeapan
Coyomeapan,21036,Puebla,2017,0,Coyomeapan,21036 – Coyomeapan
Coyomeapan,21036,Puebla,2018,1,Coyomeapan,21036 – Coyomeapan
Coyomeapan,21036,Puebla,2019,0,Coyomeapan,21036 – Coyomeapan
Coyomeapan,21036,Puebla,2020,0,Coyomeapan,21036 – Coyomeapan
Coyomeapan,21036,Puebla,2021,0,Coyomeapan,21036 – Coyomeapan
Coyomeapan,21036,Puebla,2022,0,Coyomeapan,21036 – Coyomeapan
Coyomeapan,21036,Puebla,2023,0,Coyomeapan,21036 – Coyomeapan
Coyomeapan,21036,Puebla,2024,0,Coyomeapan,21036 – Coyomeapan
Coyomeapan,21036,Puebla,2025,0,Coyomeapan,21036 – Coyomeapan
Coyotepec,21037,Puebla,2015,0,Coyotepec,21037 – Coyotepec
Coyotepec,21037,Puebla,2016,0,Coyotepec,21037 – Coyotepec
Coyotepec,21037,Puebla,2017,0,Coyotepec,21037 – Coyotepec
Coyotepec,21037,Puebla,2018,0,Coyotepec,21037 – Coyotepec
Coyotepec,21037,Puebla,2019,0,Coyotepec,21037 – Coyotepec
Coyotepec,21037,Puebla,2020,0,Coyotepec,21037 – Coyotepec
Coyotepec,21037,Puebla,2021,0,Coyotepec,21037 – Coyotepec
Coyotepec,21037,Puebla,2022,0,Coyotepec,21037 – Coyotepec
Coyotepec,21037,Puebla,2023,0,Coyotepec,21037 – Coyotepec
Coyotepec,21037,Puebla,2024,0,Coyotepec,21037 – Coyotepec
Coyotepec,21037,Puebla,2025,0,Coyotepec,21037 – Coyotepec
Cuapiaxtla De Madero,21038,Puebla,2015,0,Cuapiaxtla De Madero,21038 – Cuapiaxtla De Madero
Cuapiaxtla De Madero,21038,Puebla,2016,0,Cuapiaxtla De Madero,21038 – Cuapiaxtla De Madero
Cuapiaxtla De Madero,21038,Puebla,2017,0,Cuapiaxtla De Madero,21038 – Cuapiaxtla De Madero
Cuapiaxtla De Madero,21038,Puebla,2018,0,Cuapiaxtla De Madero,21038 – Cuapiaxtla De Madero
Cuapiaxtla De Madero,21038,Puebla,2019,0,Cuapiaxtla De Madero,21038 – Cuapiaxtla De Madero
Cuapiaxtla De Madero,21038,Puebla,2020,0,Cuapiaxtla De Madero,21038 – Cuapiaxtla De Madero
Cuapiaxtla De Madero,21038,Puebla,2021,0,Cuapiaxtla De Madero,21038 – Cuapiaxtla De Madero
Cuapiaxtla De Madero,21038,Puebla,2022,0,Cuapiaxtla De Madero,21038 – Cuapiaxtla De Madero
Cuapiaxtla De Madero,21038,Puebla,2023,0,Cuapiaxtla De Madero,21038 – Cuapiaxtla De Madero
Cuapiaxtla De Madero,21038,Puebla,2024,0,Cuapiaxtla De Madero,21038 – Cuapiaxtla De Madero
Cuapiaxtla De Madero,21038,Puebla,2025,0,Cuapiaxtla De Madero,21038 – Cuapiaxtla De Madero
Cuautempan,21039,Puebla,2015,0,Cuautempan,21039 – Cuautempan
Cuautempan,21039,Puebla,2016,0,Cuautempan,21039 – Cuautempan
Cuautempan,21039,Puebla,2017,0,Cuautempan,21039 – Cuautempan
Cuautempan,21039,Puebla,2018,0,Cuautempan,21039 – Cuautempan
Cuautempan,21039,Puebla,2019,0,Cuautempan,21039 – Cuautempan
Cuautempan,21039,Puebla,2020,0,Cuautempan,21039 – Cuautempan
Cuautempan,21039,Puebla,2021,2,Cuautempan,21039 – Cuautempan
Cuautempan,21039,Puebla,2022,0,Cuautempan,21039 – Cuautempan
Cuautempan,21039,Puebla,2023,0,Cuautempan,21039 – Cuautempan
Cuautempan,21039,Puebla,2024,0,Cuautempan,21039 – Cuautempan
Cuautempan,21039,Puebla,2025,0,Cuautempan,21039 – Cuautempan
Cuautinchán,21040,Puebla,2015,0,Cuautinchán,21040 – Cuautinchán
Cuautinchán,21040,Puebla,2016,0,Cuautinchán,21040 – Cuautinchán
Cuautinchán,21040,Puebla,2017,0,Cuautinchán,21040 – Cuautinchán
Cuautinchán,21040,Puebla,2018,0,Cuautinchán,21040 – Cuautinchán
Cuautinchán,21040,Puebla,2019,0,Cuautinchán,21040 – Cuautinchán
Cuautinchán,21040,Puebla,2020,0,Cuautinchán,21040 – Cuautinchán
Cuautinchán,21040,Puebla,2021,0,Cuautinchán,21040 – Cuautinchán
Cuautinchán,21040,Puebla,2022,0,Cuautinchán,21040 – Cuautinchán
Cuautinchán,21040,Puebla,2023,0,Cuautinchán,21040 – Cuautinchán
Cuautinchán,21040,Puebla,2024,0,Cuautinchán,21040 – Cuautinchán
Cuautinchán,21040,Puebla,2025,0,Cuautinchán,21040 – Cuautinchán
Cuautlancingo,21041,Puebla,2015,0,Cuautlancingo,21041 – Cuautlancingo
Cuautlancingo,21041,Puebla,2016,0,Cuautlancingo,21041 – Cuautlancingo
Cuautlancingo,21041,Puebla,2017,0,Cuautlancingo,21041 – Cuautlancingo
Cuautlancingo,21041,Puebla,2018,1,Cuautlancingo,21041 – Cuautlancingo
Cuautlancingo,21041,Puebla,2019,1,Cuautlancingo,21041 – Cuautlancingo
Cuautlancingo,21041,Puebla,2020,2,Cuautlancingo,21041 – Cuautlancingo
Cuautlancingo,21041,Puebla,2021,0,Cuautlancingo,21041 – Cuautlancingo
Cuautlancingo,21041,Puebla,2022,0,Cuautlancingo,21041 – Cuautlancingo
Cuautlancingo,21041,Puebla,2023,1,Cuautlancingo,21041 – Cuautlancingo
Cuautlancingo,21041,Puebla,2024,1,Cuautlancingo,21041 – Cuautlancingo
Cuautlancingo,21041,Puebla,2025,1,Cuautlancingo,21041 – Cuautlancingo
Cuayuca De Andrade,21042,Puebla,2015,0,Cuayuca De Andrade,21042 – Cuayuca De Andrade
Cuayuca De Andrade,21042,Puebla,2016,0,Cuayuca De Andrade,21042 – Cuayuca De Andrade
Cuayuca De Andrade,21042,Puebla,2017,0,Cuayuca De Andrade,21042 – Cuayuca De Andrade
Cuayuca De Andrade,21042,Puebla,2018,0,Cuayuca De Andrade,21042 – Cuayuca De Andrade
Cuayuca De Andrade,21042,Puebla,2019,0,Cuayuca De Andrade,21042 – Cuayuca De Andrade
Cuayuca De Andrade,21042,Puebla,2020,0,Cuayuca De Andrade,21042 – Cuayuca De Andrade
Cuayuca De Andrade,21042,Puebla,2021,0,Cuayuca De Andrade,21042 – Cuayuca De Andrade
Cuayuca De Andrade,21042,Puebla,2022,0,Cuayuca De Andrade,21042 – Cuayuca De Andrade
Cuayuca De Andrade,21042,Puebla,2023,0,Cuayuca De Andrade,21042 – Cuayuca De Andrade
Cuayuca De Andrade,21042,Puebla,2024,0,Cuayuca De Andrade,21042 – Cuayuca De Andrade
Cuayuca De Andrade,21042,Puebla,2025,0,Cuayuca De Andrade,21042 – Cuayuca De Andrade
Cuetzalan Del Progreso,21043,Puebla,2015,0,Cuetzalan Del Progreso,21043 – Cuetzalan Del Progreso
Cuetzalan Del Progreso,21043,Puebla,2016,0,Cuetzalan Del Progreso,21043 – Cuetzalan Del Progreso
Cuetzalan Del Progreso,21043,Puebla,2017,0,Cuetzalan Del Progreso,21043 – Cuetzalan Del Progreso
Cuetzalan Del Progreso,21043,Puebla,2018,0,Cuetzalan Del Progreso,21043 – Cuetzalan Del Progreso
Cuetzalan Del Progreso,21043,Puebla,2019,0,Cuetzalan Del Progreso,21043 – Cuetzalan Del Progreso
Cuetzalan Del Progreso,21043,Puebla,2020,0,Cuetzalan Del Progreso,21043 – Cuetzalan Del Progreso
Cuetzalan Del Progreso,21043,Puebla,2021,0,Cuetzalan Del Progreso,21043 – Cuetzalan Del Progreso
Cuetzalan Del Progreso,21043,Puebla,2022,0,Cuetzalan Del Progreso,21043 – Cuetzalan Del Progreso
Cuetzalan Del Progreso,21043,Puebla,2023,1,Cuetzalan Del Progreso,21043 – Cuetzalan Del Progreso
Cuetzalan Del Progreso,21043,Puebla,2024,2,Cuetzalan Del Progreso,21043 – Cuetzalan Del Progreso
Cuetzalan Del Progreso,21043,Puebla,2025,0,Cuetzalan Del Progreso,21043 – Cuetzalan Del Progreso
Cuyoaco,21044,Puebla,2015,0,Cuyoaco,21044 – Cuyoaco
Cuyoaco,21044,Puebla,2016,0,Cuyoaco,21044 – Cuyoaco
Cuyoaco,21044,Puebla,2017,0,Cuyoaco,21044 – Cuyoaco
Cuyoaco,21044,Puebla,2018,0,Cuyoaco,21044 – Cuyoaco
Cuyoaco,21044,Puebla,2019,1,Cuyoaco,21044 – Cuyoaco
Cuyoaco,21044,Puebla,2020,0,Cuyoaco,21044 – Cuyoaco
Cuyoaco,21044,Puebla,2021,0,Cuyoaco,21044 – Cuyoaco
Cuyoaco,21044,Puebla,2022,0,Cuyoaco,21044 – Cuyoaco
Cuyoaco,21044,Puebla,2023,0,Cuyoaco,21044 – Cuyoaco
Cuyoaco,21044,Puebla,2024,0,Cuyoaco,21044 – Cuyoaco
Cuyoaco,21044,Puebla,2025,0,Cuyoaco,21044 – Cuyoaco
Chalchicomula De Sesma,21045,Puebla,2015,0,Chalchicomula De Sesma,21045 – Chalchicomula De Sesma
Chalchicomula De Sesma,21045,Puebla,2016,0,Chalchicomula De Sesma,21045 – Chalchicomula De Sesma
Chalchicomula De Sesma,21045,Puebla,2017,0,Chalchicomula De Sesma,21045 – Chalchicomula De Sesma
Chalchicomula De Sesma,21045,Puebla,2018,0,Chalchicomula De Sesma,21045 – Chalchicomula De Sesma
Chalchicomula De Sesma,21045,Puebla,2019,1,Chalchicomula De Sesma,21045 – Chalchicomula De Sesma
Chalchicomula De Sesma,21045,Puebla,2020,0,Chalchicomula De Sesma,21045 – Chalchicomula De Sesma
Chalchicomula De Sesma,21045,Puebla,2021,0,Chalchicomula De Sesma,21045 – Chalchicomula De Sesma
Chalchicomula De Sesma,21045,Puebla,2022,0,Chalchicomula De Sesma,21045 – Chalchicomula De Sesma
Chalchicomula De Sesma,21045,Puebla,2023,0,Chalchicomula De Sesma,21045 – Chalchicomula De Sesma
Chalchicomula De Sesma,21045,Puebla,2024,0,Chalchicomula De Sesma,21045 – Chalchicomula De Sesma
Chalchicomula De Sesma,21045,Puebla,2025,0,Chalchicomula De Sesma,21045 – Chalchicomula De Sesma
Chapulco,21046,Puebla,2015,0,Chapulco,21046 – Chapulco
Chapulco,21046,Puebla,2016,0,Chapulco,21046 – Chapulco
Chapulco,21046,Puebla,2017,0,Chapulco,21046 – Chapulco
Chapulco,21046,Puebla,2018,0,Chapulco,21046 – Chapulco
Chapulco,21046,Puebla,2019,0,Chapulco,21046 – Chapulco
Chapulco,21046,Puebla,2020,0,Chapulco,21046 – Chapulco
Chapulco,21046,Puebla,2021,0,Chapulco,21046 – Chapulco
Chapulco,21046,Puebla,2022,0,Chapulco,21046 – Chapulco
Chapulco,21046,Puebla,2023,0,Chapulco,21046 – Chapulco
Chapulco,21046,Puebla,2024,0,Chapulco,21046 – Chapulco
Chapulco,21046,Puebla,2025,0,Chapulco,21046 – Chapulco
Chiautla,21047,Puebla,2015,0,Chiautla,21047 – Chiautla
Chiautla,21047,Puebla,2016,0,Chiautla,21047 – Chiautla
Chiautla,21047,Puebla,2017,0,Chiautla,21047 – Chiautla
Chiautla,21047,Puebla,2018,0,Chiautla,21047 – Chiautla
Chiautla,21047,Puebla,2019,0,Chiautla,21047 – Chiautla
Chiautla,21047,Puebla,2020,0,Chiautla,21047 – Chiautla
Chiautla,21047,Puebla,2021,0,Chiautla,21047 – Chiautla
Chiautla,21047,Puebla,2022,1,Chiautla,21047 – Chiautla
Chiautla,21047,Puebla,2023,1,Chiautla,21047 – Chiautla
Chiautla,21047,Puebla,2024,0,Chiautla,21047 – Chiautla
Chiautla,21047,Puebla,2025,0,Chiautla,21047 – Chiautla
Chiautzingo,21048,Puebla,2015,0,Chiautzingo,21048 – Chiautzingo
Chiautzingo,21048,Puebla,2016,0,Chiautzingo,21048 – Chiautzingo
Chiautzingo,21048,Puebla,2017,0,Chiautzingo,21048 – Chiautzingo
Chiautzingo,21048,Puebla,2018,0,Chiautzingo,21048 – Chiautzingo
Chiautzingo,21048,Puebla,2019,0,Chiautzingo,21048 – Chiautzingo
Chiautzingo,21048,Puebla,2020,0,Chiautzingo,21048 – Chiautzingo
Chiautzingo,21048,Puebla,2021,0,Chiautzingo,21048 – Chiautzingo
Chiautzingo,21048,Puebla,2022,0,Chiautzingo,21048 – Chiautzingo
Chiautzingo,21048,Puebla,2023,0,Chiautzingo,21048 – Chiautzingo
Chiautzingo,21048,Puebla,2024,0,Chiautzingo,21048 – Chiautzingo
Chiautzingo,21048,Puebla,2025,0,Chiautzingo,21048 – Chiautzingo
Chiconcuautla,21049,Puebla,2015,0,Chiconcuautla,21049 – Chiconcuautla
Chiconcuautla,21049,Puebla,2016,0,Chiconcuautla,21049 – Chiconcuautla
Chiconcuautla,21049,Puebla,2017,0,Chiconcuautla,21049 – Chiconcuautla
Chiconcuautla,21049,Puebla,2018,0,Chiconcuautla,21049 – Chiconcuautla
Chiconcuautla,21049,Puebla,2019,0,Chiconcuautla,21049 – Chiconcuautla
Chiconcuautla,21049,Puebla,2020,0,Chiconcuautla,21049 – Chiconcuautla
Chiconcuautla,21049,Puebla,2021,1,Chiconcuautla,21049 – Chiconcuautla
Chiconcuautla,21049,Puebla,2022,0,Chiconcuautla,21049 – Chiconcuautla
Chiconcuautla,21049,Puebla,2023,0,Chiconcuautla,21049 – Chiconcuautla
Chiconcuautla,21049,Puebla,2024,0,Chiconcuautla,21049 – Chiconcuautla
Chiconcuautla,21049,Puebla,2025,0,Chiconcuautla,21049 – Chiconcuautla
Chichiquila,21050,Puebla,2015,0,Chichiquila,21050 – Chichiquila
Chichiquila,21050,Puebla,2016,0,Chichiquila,21050 – Chichiquila
Chichiquila,21050,Puebla,2017,0,Chichiquila,21050 – Chichiquila
Chichiquila,21050,Puebla,2018,0,Chichiquila,21050 – Chichiquila
Chichiquila,21050,Puebla,2019,0,Chichiquila,21050 – Chichiquila
Chichiquila,21050,Puebla,2020,0,Chichiquila,21050 – Chichiquila
Chichiquila,21050,Puebla,2021,0,Chichiquila,21050 – Chichiquila
Chichiquila,21050,Puebla,2022,1,Chichiquila,21050 – Chichiquila
Chichiquila,21050,Puebla,2023,0,Chichiquila,21050 – Chichiquila
Chichiquila,21050,Puebla,2024,0,Chichiquila,21050 – Chichiquila
Chichiquila,21050,Puebla,2025,0,Chichiquila,21050 – Chichiquila
Chietla,21051,Puebla,2015,0,Chietla,21051 – Chietla
Chietla,21051,Puebla,2016,0,Chietla,21051 – Chietla
Chietla,21051,Puebla,2017,1,Chietla,21051 – Chietla
Chietla,21051,Puebla,2018,0,Chietla,21051 – Chietla
Chietla,21051,Puebla,2019,0,Chietla,21051 – Chietla
Chietla,21051,Puebla,2020,4,Chietla,21051 – Chietla
Chietla,21051,Puebla,2021,0,Chietla,21051 – Chietla
Chietla,21051,Puebla,2022,0,Chietla,21051 – Chietla
Chietla,21051,Puebla,2023,1,Chietla,21051 – Chietla
Chietla,21051,Puebla,2024,0,Chietla,21051 – Chietla
Chietla,21051,Puebla,2025,0,Chietla,21051 – Chietla
Chigmecatitlán,21052,Puebla,2015,0,Chigmecatitlán,21052 – Chigmecatitlán
Chigmecatitlán,21052,Puebla,2016,0,Chigmecatitlán,21052 – Chigmecatitlán
Chigmecatitlán,21052,Puebla,2017,0,Chigmecatitlán,21052 – Chigmecatitlán
Chigmecatitlán,21052,Puebla,2018,0,Chigmecatitlán,21052 – Chigmecatitlán
Chigmecatitlán,21052,Puebla,2019,0,Chigmecatitlán,21052 – Chigmecatitlán
Chigmecatitlán,21052,Puebla,2020,0,Chigmecatitlán,21052 – Chigmecatitlán
Chigmecatitlán,21052,Puebla,2021,0,Chigmecatitlán,21052 – Chigmecatitlán
Chigmecatitlán,21052,Puebla,2022,0,Chigmecatitlán,21052 – Chigmecatitlán
Chigmecatitlán,21052,Puebla,2023,0,Chigmecatitlán,21052 – Chigmecatitlán
Chigmecatitlán,21052,Puebla,2024,0,Chigmecatitlán,21052 – Chigmecatitlán
Chigmecatitlán,21052,Puebla,2025,0,Chigmecatitlán,21052 – Chigmecatitlán
Chignahuapan,21053,Puebla,2015,0,Chignahuapan,21053 – Chignahuapan
Chignahuapan,21053,Puebla,2016,0,Chignahuapan,21053 – Chignahuapan
Chignahuapan,21053,Puebla,2017,0,Chignahuapan,21053 – Chignahuapan
Chignahuapan,21053,Puebla,2018,0,Chignahuapan,21053 – Chignahuapan
Chignahuapan,21053,Puebla,2019,1,Chignahuapan,21053 – Chignahuapan
Chignahuapan,21053,Puebla,2020,0,Chignahuapan,21053 – Chignahuapan
Chignahuapan,21053,Puebla,2021,0,Chignahuapan,21053 – Chignahuapan
Chignahuapan,21053,Puebla,2022,0,Chignahuapan,21053 – Chignahuapan
Chignahuapan,21053,Puebla,2023,0,Chignahuapan,21053 – Chignahuapan
Chignahuapan,21053,Puebla,2024,3,Chignahuapan,21053 – Chignahuapan
Chignahuapan,21053,Puebla,2025,0,Chignahuapan,21053 – Chignahuapan
Chignautla,21054,Puebla,2015,0,Chignautla,21054 – Chignautla
Chignautla,21054,Puebla,2016,0,Chignautla,21054 – Chignautla
Chignautla,21054,Puebla,2017,0,Chignautla,21054 – Chignautla
Chignautla,21054,Puebla,2018,0,Chignautla,21054 – Chignautla
Chignautla,21054,Puebla,2019,0,Chignautla,21054 – Chignautla
Chignautla,21054,Puebla,2020,0,Chignautla,21054 – Chignautla
Chignautla,21054,Puebla,2021,0,Chignautla,21054 – Chignautla
Chignautla,21054,Puebla,2022,0,Chignautla,21054 – Chignautla
Chignautla,21054,Puebla,2023,0,Chignautla,21054 – Chignautla
Chignautla,21054,Puebla,2024,2,Chignautla,21054 – Chignautla
Chignautla,21054,Puebla,2025,0,Chignautla,21054 – Chignautla
Chila,21055,Puebla,2015,0,Chila,21055 – Chila
Chila,21055,Puebla,2016,0,Chila,21055 – Chila
Chila,21055,Puebla,2017,0,Chila,21055 – Chila
Chila,21055,Puebla,2018,0,Chila,21055 – Chila
Chila,21055,Puebla,2019,0,Chila,21055 – Chila
Chila,21055,Puebla,2020,0,Chila,21055 – Chila
Chila,21055,Puebla,2021,0,Chila,21055 – Chila
Chila,21055,Puebla,2022,0,Chila,21055 – Chila
Chila,21055,Puebla,2023,0,Chila,21055 – Chila
Chila,21055,Puebla,2024,0,Chila,21055 – Chila
Chila,21055,Puebla,2025,0,Chila,21055 – Chila
Chila De La Sal,21056,Puebla,2015,0,Chila De La Sal,21056 – Chila De La Sal
Chila De La Sal,21056,Puebla,2016,0,Chila De La Sal,21056 – Chila De La Sal
Chila De La Sal,21056,Puebla,2017,0,Chila De La Sal,21056 – Chila De La Sal
Chila De La Sal,21056,Puebla,2018,0,Chila De La Sal,21056 – Chila De La Sal
Chila De La Sal,21056,Puebla,2019,0,Chila De La Sal,21056 – Chila De La Sal
Chila De La Sal,21056,Puebla,2020,0,Chila De La Sal,21056 – Chila De La Sal
Chila De La Sal,21056,Puebla,2021,0,Chila De La Sal,21056 – Chila De La Sal
Chila De La Sal,21056,Puebla,2022,0,Chila De La Sal,21056 – Chila De La Sal
Chila De La Sal,21056,Puebla,2023,0,Chila De La Sal,21056 – Chila De La Sal
Chila De La Sal,21056,Puebla,2024,0,Chila De La Sal,21056 – Chila De La Sal
Chila De La Sal,21056,Puebla,2025,0,Chila De La Sal,21056 – Chila De La Sal
Honey,21057,Puebla,2015,0,Honey,21057 – Honey
Honey,21057,Puebla,2016,0,Honey,21057 – Honey
Honey,21057,Puebla,2017,0,Honey,21057 – Honey
Honey,21057,Puebla,2018,0,Honey,21057 – Honey
Honey,21057,Puebla,2019,0,Honey,21057 – Honey
Honey,21057,Puebla,2020,0,Honey,21057 – Honey
Honey,21057,Puebla,2021,0,Honey,21057 – Honey
Honey,21057,Puebla,2022,0,Honey,21057 – Honey
Honey,21057,Puebla,2023,0,Honey,21057 – Honey
Honey,21057,Puebla,2024,0,Honey,21057 – Honey
Honey,21057,Puebla,2025,0,Honey,21057 – Honey
Chilchotla,21058,Puebla,2015,0,Chilchotla,21058 – Chilchotla
Chilchotla,21058,Puebla,2016,0,Chilchotla,21058 – Chilchotla
Chilchotla,21058,Puebla,2017,0,Chilchotla,21058 – Chilchotla
Chilchotla,21058,Puebla,2018,0,Chilchotla,21058 – Chilchotla
Chilchotla,21058,Puebla,2019,0,Chilchotla,21058 – Chilchotla
Chilchotla,21058,Puebla,2020,0,Chilchotla,21058 – Chilchotla
Chilchotla,21058,Puebla,2021,0,Chilchotla,21058 – Chilchotla
Chilchotla,21058,Puebla,2022,0,Chilchotla,21058 – Chilchotla
Chilchotla,21058,Puebla,2023,0,Chilchotla,21058 – Chilchotla
Chilchotla,21058,Puebla,2024,0,Chilchotla,21058 – Chilchotla
Chilchotla,21058,Puebla,2025,0,Chilchotla,21058 – Chilchotla
Chinantla,21059,Puebla,2015,0,Chinantla,21059 – Chinantla
Chinantla,21059,Puebla,2016,0,Chinantla,21059 – Chinantla
Chinantla,21059,Puebla,2017,0,Chinantla,21059 – Chinantla
Chinantla,21059,Puebla,2018,0,Chinantla,21059 – Chinantla
Chinantla,21059,Puebla,2019,0,Chinantla,21059 – Chinantla
Chinantla,21059,Puebla,2020,0,Chinantla,21059 – Chinantla
Chinantla,21059,Puebla,2021,0,Chinantla,21059 – Chinantla
Chinantla,21059,Puebla,2022,0,Chinantla,21059 – Chinantla
Chinantla,21059,Puebla,2023,0,Chinantla,21059 – Chinantla
Chinantla,21059,Puebla,2024,0,Chinantla,21059 – Chinantla
Chinantla,21059,Puebla,2025,0,Chinantla,21059 – Chinantla
Domingo Arenas,21060,Puebla,2015,0,Domingo Arenas,21060 – Domingo Arenas
Domingo Arenas,21060,Puebla,2016,0,Domingo Arenas,21060 – Domingo Arenas
Domingo Arenas,21060,Puebla,2017,0,Domingo Arenas,21060 – Domingo Arenas
Domingo Arenas,21060,Puebla,2018,0,Domingo Arenas,21060 – Domingo Arenas
Domingo Arenas,21060,Puebla,2019,1,Domingo Arenas,21060 – Domingo Arenas
Domingo Arenas,21060,Puebla,2020,0,Domingo Arenas,21060 – Domingo Arenas
Domingo Arenas,21060,Puebla,2021,0,Domingo Arenas,21060 – Domingo Arenas
Domingo Arenas,21060,Puebla,2022,0,Domingo Arenas,21060 – Domingo Arenas
Domingo Arenas,21060,Puebla,2023,1,Domingo Arenas,21060 – Domingo Arenas
Domingo Arenas,21060,Puebla,2024,0,Domingo Arenas,21060 – Domingo Arenas
Domingo Arenas,21060,Puebla,2025,0,Domingo Arenas,21060 – Domingo Arenas
Eloxochitlán,21061,Puebla,2015,0,Eloxochitlán,21061 – Eloxochitlán
Eloxochitlán,21061,Puebla,2016,0,Eloxochitlán,21061 – Eloxochitlán
Eloxochitlán,21061,Puebla,2017,0,Eloxochitlán,21061 – Eloxochitlán
Eloxochitlán,21061,Puebla,2018,0,Eloxochitlán,21061 – Eloxochitlán
Eloxochitlán,21061,Puebla,2019,2,Eloxochitlán,21061 – Eloxochitlán
Eloxochitlán,21061,Puebla,2020,0,Eloxochitlán,21061 – Eloxochitlán
Eloxochitlán,21061,Puebla,2021,0,Eloxochitlán,21061 – Eloxochitlán
Eloxochitlán,21061,Puebla,2022,0,Eloxochitlán,21061 – Eloxochitlán
Eloxochitlán,21061,Puebla,2023,0,Eloxochitlán,21061 – Eloxochitlán
Eloxochitlán,21061,Puebla,2024,0,Eloxochitlán,21061 – Eloxochitlán
Eloxochitlán,21061,Puebla,2025,0,Eloxochitlán,21061 – Eloxochitlán
Epatlán,21062,Puebla,2015,0,Epatlán,21062 – Epatlán
Epatlán,21062,Puebla,2016,0,Epatlán,21062 – Epatlán
Epatlán,21062,Puebla,2017,0,Epatlán,21062 – Epatlán
Epatlán,21062,Puebla,2018,0,Epatlán,21062 – Epatlán
Epatlán,21062,Puebla,2019,0,Epatlán,21062 – Epatlán
Epatlán,21062,Puebla,2020,0,Epatlán,21062 – Epatlán
Epatlán,21062,Puebla,2021,0,Epatlán,21062 – Epatlán
Epatlán,21062,Puebla,2022,0,Epatlán,21062 – Epatlán
Epatlán,21062,Puebla,2023,0,Epatlán,21062 – Epatlán
Epatlán,21062,Puebla,2024,0,Epatlán,21062 – Epatlán
Epatlán,21062,Puebla,2025,0,Epatlán,21062 – Epatlán
Esperanza,21063,Puebla,2015,0,Esperanza,21063 – Esperanza
Esperanza,21063,Puebla,2016,0,Esperanza,21063 – Esperanza
Esperanza,21063,Puebla,2017,0,Esperanza,21063 – Esperanza
Esperanza,21063,Puebla,2018,0,Esperanza,21063 – Esperanza
Esperanza,21063,Puebla,2019,0,Esperanza,21063 – Esperanza
Esperanza,21063,Puebla,2020,0,Esperanza,21063 – Esperanza
Esperanza,21063,Puebla,2021,0,Esperanza,21063 – Esperanza
Esperanza,21063,Puebla,2022,1,Esperanza,21063 – Esperanza
Esperanza,21063,Puebla,2023,0,Esperanza,21063 – Esperanza
Esperanza,21063,Puebla,2024,0,Esperanza,21063 – Esperanza
Esperanza,21063,Puebla,2025,0,Esperanza,21063 – Esperanza
Francisco Z. Mena,21064,Puebla,2015,0,Francisco Z. Mena,21064 – Francisco Z. Mena
Francisco Z. Mena,21064,Puebla,2016,0,Francisco Z. Mena,21064 – Francisco Z. Mena
Francisco Z. Mena,21064,Puebla,2017,0,Francisco Z. Mena,21064 – Francisco Z. Mena
Francisco Z. Mena,21064,Puebla,2018,0,Francisco Z. Mena,21064 – Francisco Z. Mena
Francisco Z. Mena,21064,Puebla,2019,0,Francisco Z. Mena,21064 – Francisco Z. Mena
Francisco Z. Mena,21064,Puebla,2020,0,Francisco Z. Mena,21064 – Francisco Z. Mena
Francisco Z. Mena,21064,Puebla,2021,1,Francisco Z. Mena,21064 – Francisco Z. Mena
Francisco Z. Mena,21064,Puebla,2022,1,Francisco Z. Mena,21064 – Francisco Z. Mena
