municipio,cve_mun,estado,anio,feminicidios,tasa_fem_100k,municipio_texto,mun_id_nombre,pobfem_2020,pobtot_2020
Chilchotla,21058,Puebla,2019,0,0,Chilchotla,21058 – Chilchotla,21183,42020
Chilchotla,21058,Puebla,2020,0,0,Chilchotla,21058 – Chilchotla,21183,42020
Chilchotla,21058,Puebla,2021,0,0,Chilchotla,21058 – Chilchotla,21183,42020
Chilchotla,21058,Puebla,2022,0,0,Chilchotla,21058 – Chilchotla,21183,42020
Chilchotla,21058,Puebla,2023,0,0,Chilchotla,21058 – Chilchotla,21183,42020
Chilchotla,21058,Puebla,2024,0,0,Chilchotla,21058 – Chilchotla,21183,42020
Chilchotla,21058,Puebla,2025,0,0,Chilchotla,21058 – Chilchotla,21183,42020
Chinantla,21059,Puebla,2015,0,0,Chinantla,21059 – Chinantla,2922,5719
Chinantla,21059,Puebla,2016,0,0,Chinantla,21059 – Chinantla,2922,5719
Chinantla,21059,Puebla,2017,0,0,Chinantla,21059 – Chinantla,2922,5719
Chinantla,21059,Puebla,2018,0,0,Chinantla,21059 – Chinantla,2922,5719
Chinantla,21059,Puebla,2019,0,0,Chinantla,21059 – Chinantla,2922,5719
Chinantla,21059,Puebla,2020,0,0,Chinantla,21059 – Chinantla,2922,5719
Chinantla,21059,Puebla,2021,0,0,Chinantla,21059 – Chinantla,2922,5719
Chinantla,21059,Puebla,2022,0,0,Chinantla,21059 – Chinantla,2922,5719
Chinantla,21059,Puebla,2023,0,0,Chinantla,21059 – Chinantla,2922,5719
Chinantla,21059,Puebla,2024,0,0,Chinantla,21059 – Chinantla,2922,5719
Chinantla,21059,Puebla,2025,0,0,Chinantla,21059 – Chinantla,2922,5719
Domingo Arenas,21060,Puebla,2015,0,0,Domingo Arenas,21060 – Domingo Arenas,8298,15981
Domingo Arenas,21060,Puebla,2016,0,0,Domingo Arenas,21060 – Domingo Arenas,8298,15981
Domingo Arenas,21060,Puebla,2017,0,0,Domingo Arenas,21060 – Domingo Arenas,8298,15981
Domingo Arenas,21060,Puebla,2018,0,0,Domingo Arenas,21060 – Domingo Arenas,8298,15981
Domingo Arenas,21060,Puebla,2019,1,12.05109664979513,Domingo Arenas,21060 – Domingo Arenas,8298,15981
Domingo Arenas,21060,Puebla,2020,0,0,Domingo Arenas,21060 – Domingo Arenas,8298,15981
Domingo Arenas,21060,Puebla,2021,0,0,Domingo Arenas,21060 – Domingo Arenas,8298,15981
Domingo Arenas,21060,Puebla,2022,0,0,Domingo Arenas,21060 – Domingo Arenas,8298,15981
Domingo Arenas,21060,Puebla,2023,1,12.05109664979513,Domingo Arenas,21060 – Domingo Arenas,8298,15981
Domingo Arenas,21060,Puebla,2024,0,0,Domingo Arenas,21060 – Domingo Arenas,8298,15981
Domingo Arenas,21060,Puebla,2025,0,0,Domingo Arenas,21060 – Domingo Arenas,8298,15981
Eloxochitlã¡N,21061,Puebla,2015,0,0,Eloxochitlã¡N,21061 – Eloxochitlã¡N,14782,28930
Eloxochitlã¡N,21061,Puebla,2016,0,0,Eloxochitlã¡N,21061 – Eloxochitlã¡N,14782,28930
Eloxochitlã¡N,21061,Puebla,2017,0,0,Eloxochitlã¡N,21061 – Eloxochitlã¡N,14782,28930
Eloxochitlã¡N,21061,Puebla,2018,0,0,Eloxochitlã¡N,21061 – Eloxochitlã¡N,14782,28930
Eloxochitlã¡N,21061,Puebla,2019,2,13.529968881071573,Eloxochitlã¡N,21061 – Eloxochitlã¡N,14782,28930
Eloxochitlã¡N,21061,Puebla,2020,0,0,Eloxochitlã¡N,21061 – Eloxochitlã¡N,14782,28930
Eloxochitlã¡N,21061,Puebla,2021,0,0,Eloxochitlã¡N,21061 – Eloxochitlã¡N,14782,28930
Eloxochitlã¡N,21061,Puebla,2022,0,0,Eloxochitlã¡N,21061 – Eloxochitlã¡N,14782,28930
Eloxochitlã¡N,21061,Puebla,2023,0,0,Eloxochitlã¡N,21061 – Eloxochitlã¡N,14782,28930
Eloxochitlã¡N,21061,Puebla,2024,0,0,Eloxochitlã¡N,21061 – Eloxochitlã¡N,14782,28930
Eloxochitlã¡N,21061,Puebla,2025,0,0,Eloxochitlã¡N,21061 – Eloxochitlã¡N,14782,28930
Epatlã¡N,21062,Puebla,2015,0,0,Epatlã¡N,21062 – Epatlã¡N,5044,9902
Epatlã¡N,21062,Puebla,2016,0,0,Epatlã¡N,21062 – Epatlã¡N,5044,9902
Epatlã¡N,21062,Puebla,2017,0,0,Epatlã¡N,21062 – Epatlã¡N,5044,9902
Epatlã¡N,21062,Puebla,2018,0,0,Epatlã¡N,21062 – Epatlã¡N,5044,9902
Epatlã¡N,21062,Puebla,2019,0,0,Epatlã¡N,21062 – Epatlã¡N,5044,9902
Epatlã¡N,21062,Puebla,2020,0,0,Epatlã¡N,21062 – Epatlã¡N,5044,9902
Epatlã¡N,21062,Puebla,2021,0,0,Epatlã¡N,21062 – Epatlã¡N,5044,9902
Epatlã¡N,21062,Puebla,2022,0,0,Epatlã¡N,21062 – Epatlã¡N,5044,9902
Epatlã¡N,21062,Puebla,2023,0,0,Epatlã¡N,21062 – Epatlã¡N,5044,9902
Epatlã¡N,21062,Puebla,2024,0,0,Epatlã¡N,21062 – Epatlã¡N,5044,9902
Epatlã¡N,21062,Puebla,2025,0,0,Epatlã¡N,21062 – Epatlã¡N,5044,9902
Esperanza,21063,Puebla,2015,0,0,Esperanza,21063 – Esperanza,15349,29546
Esperanza,21063,Puebla,2016,0,0,Esperanza,21063 – Esperanza,15349,29546
Esperanza,21063,Puebla,2017,0,0,Esperanza,21063 – Esperanza,15349,29546
Esperanza,21063,Puebla,2018,0,0,Esperanza,21063 – Esperanza,15349,29546
Esperanza,21063,Puebla,2019,0,0,Esperanza,21063 – Esperanza,15349,29546
Esperanza,21063,Puebla,2020,0,0,Esperanza,21063 – Esperanza,15349,29546
Esperanza,21063,Puebla,2021,0,0,Esperanza,21063 – Esperanza,15349,29546
Esperanza,21063,Puebla,2022,1,6.51508241579256,Esperanza,21063 – Esperanza,15349,29546
Esperanza,21063,Puebla,2023,0,0,Esperanza,21063 – Esperanza,15349,29546
Esperanza,21063,Puebla,2024,0,0,Esperanza,21063 – Esperanza,15349,29546
Esperanza,21063,Puebla,2025,0,0,Esperanza,21063 – Esperanza,15349,29546
Francisco Z. Mena,21064,Puebla,2015,0,0,Francisco Z. Mena,21064 – Francisco Z. Mena,17914,35790
Francisco Z. Mena,21064,Puebla,2016,0,0,Francisco Z. Mena,21064 – Francisco Z. Mena,17914,35790
Francisco Z. Mena,21064,Puebla,2017,0,0,Francisco Z. Mena,21064 – Francisco Z. Mena,17914,35790
Francisco Z. Mena,21064,Puebla,2018,0,0,Francisco Z. Mena,21064 – Francisco Z. Mena,17914,35790
Francisco Z. Mena,21064,Puebla,2019,0,0,Francisco Z. Mena,21064 – Francisco Z. Mena,17914,35790
Francisco Z. Mena,21064,Puebla,2020,0,0,Francisco Z. Mena,21064 – Francisco Z. Mena,17914,35790
Francisco Z. Mena,21064,Puebla,2021,1,5.582226191805292,Francisco Z. Mena,21064 – Francisco Z. Mena,17914,35790
Francisco Z. Mena,21064,Puebla,2022,1,5.582226191805292,Francisco Z. Mena,21064 – Francisco Z. Mena,17914,35790
Francisco Z. Mena,21064,Puebla,2023,0,0,Francisco Z. Mena,21064 – Francisco Z. Mena,17914,35790
Francisco Z. Mena,21064,Puebla,2024,0,0,Francisco Z. Mena,21064 – Francisco Z. Mena,17914,35790
Francisco Z. Mena,21064,Puebla,2025,0,0,Francisco Z. Mena,21064 – Francisco Z. Mena,17914,35790
General Felipe ÃNgeles,21065,Puebla,2015,0,0,General Felipe ÃNgeles,21065 – General Felipe ÃNgeles,23424,45414
General Felipe ÃNgeles,21065,Puebla,2016,0,0,General Felipe ÃNgeles,21065 – General Felipe ÃNgeles,23424,45414
General Felipe ÃNgeles,21065,Puebla,2017,0,0,General Felipe ÃNgeles,21065 – General Felipe ÃNgeles,23424,45414
General Felipe ÃNgeles,21065,Puebla,2018,0,0,General Felipe ÃNgeles,21065 – General Felipe ÃNgeles,23424,45414
General Felipe ÃNgeles,21065,Puebla,2019,0,0,General Felipe ÃNgeles,21065 – General Felipe ÃNgeles,23424,45414
General Felipe ÃNgeles,21065,Puebla,2020,0,0,General Felipe ÃNgeles,21065 – General Felipe ÃNgeles,23424,45414
General Felipe ÃNgeles,21065,Puebla,2021,0,0,General Felipe ÃNgeles,21065 – General Felipe ÃNgeles,23424,45414
General Felipe ÃNgeles,21065,Puebla,2022,0,0,General Felipe ÃNgeles,21065 – General Felipe ÃNgeles,23424,45414
General Felipe ÃNgeles,21065,Puebla,2023,0,0,General Felipe ÃNgeles,21065 – General Felipe ÃNgeles,23424,45414
General Felipe ÃNgeles,21065,Puebla,2024,0,0,General Felipe ÃNgeles,21065 – General Felipe ÃNgeles,23424,45414
General Felipe ÃNgeles,21065,Puebla,2025,0,0,General Felipe ÃNgeles,21065 – General Felipe ÃNgeles,23424,45414
Guadalupe,21066,Puebla,2015,0,0,Guadalupe,21066 – Guadalupe,6873,12916
Guadalupe,21066,Puebla,2016,0,0,Guadalupe,21066 – Guadalupe,6873,12916
Guadalupe,21066,Puebla,2017,0,0,Guadalupe,21066 – Guadalupe,6873,12916
Guadalupe,21066,Puebla,2018,0,0,Guadalupe,21066 – Guadalupe,6873,12916
Guadalupe,21066,Puebla,2019,0,0,Guadalupe,21066 – Guadalupe,6873,12916
Guadalupe,21066,Puebla,2020,0,0,Guadalupe,21066 – Guadalupe,6873,12916
Guadalupe,21066,Puebla,2021,0,0,Guadalupe,21066 – Guadalupe,6873,12916
Guadalupe,21066,Puebla,2022,0,0,Guadalupe,21066 – Guadalupe,6873,12916
Guadalupe,21066,Puebla,2023,0,0,Guadalupe,21066 – Guadalupe,6873,12916
Guadalupe,21066,Puebla,2024,0,0,Guadalupe,21066 – Guadalupe,6873,12916
Guadalupe,21066,Puebla,2025,0,0,Guadalupe,21066 – Guadalupe,6873,12916
Guadalupe Victoria,21067,Puebla,2015,0,0,Guadalupe Victoria,21067 – Guadalupe Victoria,19150,37630
Guadalupe Victoria,21067,Puebla,2016,0,0,Guadalupe Victoria,21067 – Guadalupe Victoria,19150,37630
Guadalupe Victoria,21067,Puebla,2017,0,0,Guadalupe Victoria,21067 – Guadalupe Victoria,19150,37630
Guadalupe Victoria,21067,Puebla,2018,0,0,Guadalupe Victoria,21067 – Guadalupe Victoria,19150,37630
Guadalupe Victoria,21067,Puebla,2019,0,0,Guadalupe Victoria,21067 – Guadalupe Victoria,19150,37630
Guadalupe Victoria,21067,Puebla,2020,0,0,Guadalupe Victoria,21067 – Guadalupe Victoria,19150,37630
Guadalupe Victoria,21067,Puebla,2021,0,0,Guadalupe Victoria,21067 – Guadalupe Victoria,19150,37630
Guadalupe Victoria,21067,Puebla,2022,0,0,Guadalupe Victoria,21067 – Guadalupe Victoria,19150,37630
Guadalupe Victoria,21067,Puebla,2023,1,5.221932114882507,Guadalupe Victoria,21067 – Guadalupe Victoria,19150,37630
Guadalupe Victoria,21067,Puebla,2024,0,0,Guadalupe Victoria,21067 – Guadalupe Victoria,19150,37630
Guadalupe Victoria,21067,Puebla,2025,0,0,Guadalupe Victoria,21067 – Guadalupe Victoria,19150,37630
Hermenegildo Galeana,21068,Puebla,2015,0,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana,7266,14022
Hermenegildo Galeana,21068,Puebla,2016,0,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana,7266,14022
Hermenegildo Galeana,21068,Puebla,2017,0,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana,7266,14022
Hermenegildo Galeana,21068,Puebla,2018,0,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana,7266,14022
Hermenegildo Galeana,21068,Puebla,2019,0,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana,7266,14022
Hermenegildo Galeana,21068,Puebla,2020,0,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana,7266,14022
Hermenegildo Galeana,21068,Puebla,2021,0,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana,7266,14022
Hermenegildo Galeana,21068,Puebla,2022,0,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana,7266,14022
Hermenegildo Galeana,21068,Puebla,2023,0,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana,7266,14022
Hermenegildo Galeana,21068,Puebla,2024,0,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana,7266,14022
Hermenegildo Galeana,21068,Puebla,2025,0,0,Hermenegildo Galeana,21068 – Hermenegildo Galeana,7266,14022
Huaquechula,21069,Puebla,2015,0,0,Huaquechula,21069 – Huaquechula,30866,58490
Huaquechula,21069,Puebla,2016,0,0,Huaquechula,21069 – Huaquechula,30866,58490
Huaquechula,21069,Puebla,2017,1,3.239810795049569,Huaquechula,21069 – Huaquechula,30866,58490
Huaquechula,21069,Puebla,2018,0,0,Huaquechula,21069 – Huaquechula,30866,58490
Huaquechula,21069,Puebla,2019,0,0,Huaquechula,21069 – Huaquechula,30866,58490
Huaquechula,21069,Puebla,2020,0,0,Huaquechula,21069 – Huaquechula,30866,58490
Huaquechula,21069,Puebla,2021,0,0,Huaquechula,21069 – Huaquechula,30866,58490
Huaquechula,21069,Puebla,2022,0,0,Huaquechula,21069 – Huaquechula,30866,58490
Huaquechula,21069,Puebla,2023,0,0,Huaquechula,21069 – Huaquechula,30866,58490
Huaquechula,21069,Puebla,2024,0,0,Huaquechula,21069 – Huaquechula,30866,58490
Huaquechula,21069,Puebla,2025,0,0,Huaquechula,21069 – Huaquechula,30866,58490
Huatlatlauca,21070,Puebla,2015,0,0,Huatlatlauca,21070 – Huatlatlauca,6646,12234
Huatlatlauca,21070,Puebla,2016,0,0,Huatlatlauca,21070 – Huatlatlauca,6646,12234
Huatlatlauca,21070,Puebla,2017,0,0,Huatlatlauca,21070 – Huatlatlauca,6646,12234
Huatlatlauca,21070,Puebla,2018,0,0,Huatlatlauca,21070 – Huatlatlauca,6646,12234
Huatlatlauca,21070,Puebla,2019,0,0,Huatlatlauca,21070 – Huatlatlauca,6646,12234
Huatlatlauca,21070,Puebla,2020,0,0,Huatlatlauca,21070 – Huatlatlauca,6646,12234
Huatlatlauca,21070,Puebla,2021,0,0,Huatlatlauca,21070 – Huatlatlauca,6646,12234
Huatlatlauca,21070,Puebla,2022,0,0,Huatlatlauca,21070 – Huatlatlauca,6646,12234
Huatlatlauca,21070,Puebla,2023,0,0,Huatlatlauca,21070 – Huatlatlauca,6646,12234
Huatlatlauca,21070,Puebla,2024,0,0,Huatlatlauca,21070 – Huatlatlauca,6646,12234
Huatlatlauca,21070,Puebla,2025,0,0,Huatlatlauca,21070 – Huatlatlauca,6646,12234
Huauchinango,21071,Puebla,2015,0,0,Huauchinango,21071 – Huauchinango,110256,207918
Huauchinango,21071,Puebla,2016,0,0,Huauchinango,21071 – Huauchinango,110256,207918
Huauchinango,21071,Puebla,2017,0,0,Huauchinango,21071 – Huauchinango,110256,207918
Huauchinango,21071,Puebla,2018,0,0,Huauchinango,21071 – Huauchinango,110256,207918
Huauchinango,21071,Puebla,2019,2,1.8139602379915831,Huauchinango,21071 – Huauchinango,110256,207918
Huauchinango,21071,Puebla,2020,0,0,Huauchinango,21071 – Huauchinango,110256,207918
Huauchinango,21071,Puebla,2021,0,0,Huauchinango,21071 – Huauchinango,110256,207918
Huauchinango,21071,Puebla,2022,2,1.8139602379915831,Huauchinango,21071 – Huauchinango,110256,207918
Huauchinango,21071,Puebla,2023,0,0,Huauchinango,21071 – Huauchinango,110256,207918
Huauchinango,21071,Puebla,2024,0,0,Huauchinango,21071 – Huauchinango,110256,207918
Huauchinango,21071,Puebla,2025,0,0,Huauchinango,21071 – Huauchinango,110256,207918
Huehuetla,21072,Puebla,2015,0,0,Huehuetla,21072 – Huehuetla,17418,34164
Huehuetla,21072,Puebla,2016,0,0,Huehuetla,21072 – Huehuetla,17418,34164
Huehuetla,21072,Puebla,2017,0,0,Huehuetla,21072 – Huehuetla,17418,34164
Huehuetla,21072,Puebla,2018,0,0,Huehuetla,21072 – Huehuetla,17418,34164
Huehuetla,21072,Puebla,2019,0,0,Huehuetla,21072 – Huehuetla,17418,34164
Huehuetla,21072,Puebla,2020,1,5.741187277528993,Huehuetla,21072 – Huehuetla,17418,34164
Huehuetla,21072,Puebla,2021,0,0,Huehuetla,21072 – Huehuetla,17418,34164
Huehuetla,21072,Puebla,2022,0,0,Huehuetla,21072 – Huehuetla,17418,34164
Huehuetla,21072,Puebla,2023,0,0,Huehuetla,21072 – Huehuetla,17418,34164
Huehuetla,21072,Puebla,2024,0,0,Huehuetla,21072 – Huehuetla,17418,34164
Huehuetla,21072,Puebla,2025,1,5.741187277528993,Huehuetla,21072 – Huehuetla,17418,34164
Huehuetlã¡N El Chico,21073,Puebla,2015,0,0,Huehuetlã¡N El Chico,21073 – Huehuetlã¡N El Chico,9930,19541
Huehuetlã¡N El Chico,21073,Puebla,2016,0,0,Huehuetlã¡N El Chico,21073 – Huehuetlã¡N El Chico,9930,19541
Huehuetlã¡N El Chico,21073,Puebla,2017,0,0,Huehuetlã¡N El Chico,21073 – Huehuetlã¡N El Chico,9930,19541
Huehuetlã¡N El Chico,21073,Puebla,2018,0,0,Huehuetlã¡N El Chico,21073 – Huehuetlã¡N El Chico,9930,19541
Huehuetlã¡N El Chico,21073,Puebla,2019,0,0,Huehuetlã¡N El Chico,21073 – Huehuetlã¡N El Chico,9930,19541
Huehuetlã¡N El Chico,21073,Puebla,2020,0,0,Huehuetlã¡N El Chico,21073 – Huehuetlã¡N El Chico,9930,19541
Huehuetlã¡N El Chico,21073,Puebla,2021,0,0,Huehuetlã¡N El Chico,21073 – Huehuetlã¡N El Chico,9930,19541
Huehuetlã¡N El Chico,21073,Puebla,2022,0,0,Huehuetlã¡N El Chico,21073 – Huehuetlã¡N El Chico,9930,19541
Huehuetlã¡N El Chico,21073,Puebla,2023,0,0,Huehuetlã¡N El Chico,21073 – Huehuetlã¡N El Chico,9930,19541
Huehuetlã¡N El Chico,21073,Puebla,2024,0,0,Huehuetlã¡N El Chico,21073 – Huehuetlã¡N El Chico,9930,19541
Huehuetlã¡N El Chico,21073,Puebla,2025,0,0,Huehuetlã¡N El Chico,21073 – Huehuetlã¡N El Chico,9930,19541
Huejotzingo,21074,Puebla,2015,0,0,Huejotzingo,21074 – Huejotzingo,93435,181617
Huejotzingo,21074,Puebla,2016,0,0,Huejotzingo,21074 – Huejotzingo,93435,181617
Huejotzingo,21074,Puebla,2017,1,1.0702627495050034,Huejotzingo,21074 – Huejotzingo,93435,181617
Huejotzingo,21074,Puebla,2018,1,1.0702627495050034,Huejotzingo,21074 – Huejotzingo,93435,181617
Huejotzingo,21074,Puebla,2019,1,1.0702627495050034,Huejotzingo,21074 – Huejotzingo,93435,181617
Huejotzingo,21074,Puebla,2020,1,1.0702627495050034,Huejotzingo,21074 – Huejotzingo,93435,181617
Huejotzingo,21074,Puebla,2021,0,0,Huejotzingo,21074 – Huejotzingo,93435,181617
Huejotzingo,21074,Puebla,2022,0,0,Huejotzingo,21074 – Huejotzingo,93435,181617
Huejotzingo,21074,Puebla,2023,1,1.0702627495050034,Huejotzingo,21074 – Huejotzingo,93435,181617
Huejotzingo,21074,Puebla,2024,1,1.0702627495050034,Huejotzingo,21074 – Huejotzingo,93435,181617
Huejotzingo,21074,Puebla,2025,0,0,Huejotzingo,21074 – Huejotzingo,93435,181617
Hueyapan,21075,Puebla,2015,0,0,Hueyapan,21075 – Hueyapan,13642,26161
Hueyapan,21075,Puebla,2016,0,0,Hueyapan,21075 – Hueyapan,13642,26161
Hueyapan,21075,Puebla,2017,0,0,Hueyapan,21075 – Hueyapan,13642,26161
Hueyapan,21075,Puebla,2018,0,0,Hueyapan,21075 – Hueyapan,13642,26161
Hueyapan,21075,Puebla,2019,0,0,Hueyapan,21075 – Hueyapan,13642,26161
Hueyapan,21075,Puebla,2020,0,0,Hueyapan,21075 – Hueyapan,13642,26161
Hueyapan,21075,Puebla,2021,0,0,Hueyapan,21075 – Hueyapan,13642,26161
Hueyapan,21075,Puebla,2022,0,0,Hueyapan,21075 – Hueyapan,13642,26161
Hueyapan,21075,Puebla,2023,0,0,Hueyapan,21075 – Hueyapan,13642,26161
Hueyapan,21075,Puebla,2024,0,0,Hueyapan,21075 – Hueyapan,13642,26161
Hueyapan,21075,Puebla,2025,0,0,Hueyapan,21075 – Hueyapan,13642,26161
Hueytamalco,21076,Puebla,2015,0,0,Hueytamalco,21076 – Hueytamalco,28006,55332
Hueytamalco,21076,Puebla,2016,0,0,Hueytamalco,21076 – Hueytamalco,28006,55332
Hueytamalco,21076,Puebla,2017,0,0,Hueytamalco,21076 – Hueytamalco,28006,55332
Hueytamalco,21076,Puebla,2018,0,0,Hueytamalco,21076 – Hueytamalco,28006,55332
Hueytamalco,21076,Puebla,2019,0,0,Hueytamalco,21076 – Hueytamalco,28006,55332
Hueytamalco,21076,Puebla,2020,0,0,Hueytamalco,21076 – Hueytamalco,28006,55332
Hueytamalco,21076,Puebla,2021,2,7.141326858530315,Hueytamalco,21076 – Hueytamalco,28006,55332
Hueytamalco,21076,Puebla,2022,0,0,Hueytamalco,21076 – Hueytamalco,28006,55332
Hueytamalco,21076,Puebla,2023,1,3.5706634292651573,Hueytamalco,21076 – Hueytamalco,28006,55332
Hueytamalco,21076,Puebla,2024,0,0,Hueytamalco,21076 – Hueytamalco,28006,55332
Hueytamalco,21076,Puebla,2025,0,0,Hueytamalco,21076 – Hueytamalco,28006,55332
Hueytlalpan,21077,Puebla,2015,0,0,Hueytlalpan,21077 – Hueytlalpan,6048,11927
Hueytlalpan,21077,Puebla,2016,0,0,Hueytlalpan,21077 – Hueytlalpan,6048,11927
Hueytlalpan,21077,Puebla,2017,0,0,Hueytlalpan,21077 – Hueytlalpan,6048,11927
Hueytlalpan,21077,Puebla,2018,0,0,Hueytlalpan,21077 – Hueytlalpan,6048,11927
Hueytlalpan,21077,Puebla,2019,0,0,Hueytlalpan,21077 – Hueytlalpan,6048,11927
Hueytlalpan,21077,Puebla,2020,0,0,Hueytlalpan,21077 – Hueytlalpan,6048,11927
Hueytlalpan,21077,Puebla,2021,0,0,Hueytlalpan,21077 – Hueytlalpan,6048,11927
Hueytlalpan,21077,Puebla,2022,0,0,Hueytlalpan,21077 – Hueytlalpan,6048,11927
Hueytlalpan,21077,Puebla,2023,0,0,Hueytlalpan,21077 – Hueytlalpan,6048,11927
Hueytlalpan,21077,Puebla,2024,0,0,Hueytlalpan,21077 – Hueytlalpan,6048,11927
Hueytlalpan,21077,Puebla,2025,0,0,Hueytlalpan,21077 – Hueytlalpan,6048,11927
Huitzilan De Serdã¡N,21078,Puebla,2015,0,0,Huitzilan De Serdã¡N,21078 – Huitzilan De Serdã¡N,15672,31856
Huitzilan De Serdã¡N,21078,Puebla,2016,0,0,Huitzilan De Serdã¡N,21078 – Huitzilan De Serdã¡N,15672,31856
Huitzilan De Serdã¡N,21078,Puebla,2017,0,0,Huitzilan De Serdã¡N,21078 – Huitzilan De Serdã¡N,15672,31856
Huitzilan De Serdã¡N,21078,Puebla,2018,0,0,Huitzilan De Serdã¡N,21078 – Huitzilan De Serdã¡N,15672,31856
Huitzilan De Serdã¡N,21078,Puebla,2019,1,6.380806533945891,Huitzilan De Serdã¡N,21078 – Huitzilan De Serdã¡N,15672,31856
Huitzilan De Serdã¡N,21078,Puebla,2020,0,0,Huitzilan De Serdã¡N,21078 – Huitzilan De Serdã¡N,15672,31856
Huitzilan De Serdã¡N,21078,Puebla,2021,0,0,Huitzilan De Serdã¡N,21078 – Huitzilan De Serdã¡N,15672,31856
Huitzilan De Serdã¡N,21078,Puebla,2022,0,0,Huitzilan De Serdã¡N,21078 – Huitzilan De Serdã¡N,15672,31856
Huitzilan De Serdã¡N,21078,Puebla,2023,0,0,Huitzilan De Serdã¡N,21078 – Huitzilan De Serdã¡N,15672,31856
Huitzilan De Serdã¡N,21078,Puebla,2024,0,0,Huitzilan De Serdã¡N,21078 – Huitzilan De Serdã¡N,15672,31856
Huitzilan De Serdã¡N,21078,Puebla,2025,0,0,Huitzilan De Serdã¡N,21078 – Huitzilan De Serdã¡N,15672,31856
Huitziltepec,21079,Puebla,2015,0,0,Huitziltepec,21079 – Huitziltepec,5966,11571
Huitziltepec,21079,Puebla,2016,0,0,Huitziltepec,21079 – Huitziltepec,5966,11571
Huitziltepec,21079,Puebla,2017,0,0,Huitziltepec,21079 – Huitziltepec,5966,11571
Huitziltepec,21079,Puebla,2018,0,0,Huitziltepec,21079 – Huitziltepec,5966,11571
Huitziltepec,21079,Puebla,2019,0,0,Huitziltepec,21079 – Huitziltepec,5966,11571
Huitziltepec,21079,Puebla,2020,0,0,Huitziltepec,21079 – Huitziltepec,5966,11571
Huitziltepec,21079,Puebla,2021,0,0,Huitziltepec,21079 – Huitziltepec,5966,11571
Huitziltepec,21079,Puebla,2022,0,0,Huitziltepec,21079 – Huitziltepec,5966,11571
Huitziltepec,21079,Puebla,2023,0,0,Huitziltepec,21079 – Huitziltepec,5966,11571
Huitziltepec,21079,Puebla,2024,0,0,Huitziltepec,21079 – Huitziltepec,5966,11571
Huitziltepec,21079,Puebla,2025,0,0,Huitziltepec,21079 – Huitziltepec,5966,11571
Atlequizayan,21080,Puebla,2015,0,0,Atlequizayan,21080 – Atlequizayan,2810,5266
Atlequizayan,21080,Puebla,2016,0,0,Atlequizayan,21080 – Atlequizayan,2810,5266
Atlequizayan,21080,Puebla,2017,0,0,Atlequizayan,21080 – Atlequizayan,2810,5266
Atlequizayan,21080,Puebla,2018,0,0,Atlequizayan,21080 – Atlequizayan,2810,5266
Atlequizayan,21080,Puebla,2019,0,0,Atlequizayan,21080 – Atlequizayan,2810,5266
Atlequizayan,21080,Puebla,2020,0,0,Atlequizayan,21080 – Atlequizayan,2810,5266
Atlequizayan,21080,Puebla,2021,0,0,Atlequizayan,21080 – Atlequizayan,2810,5266
Atlequizayan,21080,Puebla,2022,0,0,Atlequizayan,21080 – Atlequizayan,2810,5266
Atlequizayan,21080,Puebla,2023,0,0,Atlequizayan,21080 – Atlequizayan,2810,5266
Atlequizayan,21080,Puebla,2024,0,0,Atlequizayan,21080 – Atlequizayan,2810,5266
Atlequizayan,21080,Puebla,2025,0,0,Atlequizayan,21080 – Atlequizayan,2810,5266
Ixcamilpa De Guerrero,21081,Puebla,2015,0,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero,4234,8143
Ixcamilpa De Guerrero,21081,Puebla,2016,0,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero,4234,8143
Ixcamilpa De Guerrero,21081,Puebla,2017,0,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero,4234,8143
Ixcamilpa De Guerrero,21081,Puebla,2018,0,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero,4234,8143
Ixcamilpa De Guerrero,21081,Puebla,2019,0,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero,4234,8143
Ixcamilpa De Guerrero,21081,Puebla,2020,0,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero,4234,8143
Ixcamilpa De Guerrero,21081,Puebla,2021,0,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero,4234,8143
Ixcamilpa De Guerrero,21081,Puebla,2022,0,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero,4234,8143
Ixcamilpa De Guerrero,21081,Puebla,2023,0,0,Ixcamilpa De Guerrero,21081 – Ixcamilpa De Guerrero,4234,8143
